loanamount,interest,avg_loanamount,avg_paym_span_hrs,avg_active_span_days,avg_interest,max_loannumber,age,interest_interval_3000,interest_interval_mas de 3000,interest_interval_menos de 3000,bank_name_clients_Multinational Banks,termdays_Other,age_interval_26-35,age_interval_36-40,age_interval_41-61,state_Other,loan_interval_mas de 10000,loannumber_0-4,cluster
10000.0,3000.0,10000.0,14.0,31.0,3000.0,1.0,48.0,1,0,0,1,0,0,0,1,1,0,1,0
30000.0,4500.0,20000.0,16.666666666666668,23.11111111111111,3344.4444444444443,9.0,39.0,0,1,0,0,0,0,1,0,1,1,0,1
10000.0,3000.0,10000.0,12.5,29.0,2000.0,2.0,47.0,1,0,0,1,0,0,0,1,1,0,1,0
30000.0,4500.0,15000.0,12.333333333333334,25.5,3383.333333333333,6.0,44.0,0,1,0,1,0,0,0,1,1,1,0,1
30000.0,9000.0,15000.0,16.0,22.0,3633.3333333333335,6.0,40.0,0,1,0,0,1,0,1,0,0,1,0,1
40000.0,8000.0,18583.33333333333,13.083333333333334,25.0,3157.2916666666665,12.0,29.0,0,1,0,0,1,1,0,0,0,1,0,1
20000.0,4500.0,12000.0,14.8,27.0,3300.0,5.0,42.0,0,1,0,1,0,0,0,1,1,1,0,0
10000.0,3000.0,10000.0,21.0,30.0,1500.0,1.0,28.0,1,0,0,1,0,1,0,0,1,0,1,0
10000.0,1000.0,11111.111111111111,8.666666666666666,21.88888888888889,2211.111111111112,9.0,36.0,0,0,1,1,0,0,1,0,1,0,0,0
10000.0,1500.0,10000.0,13.25,29.75,1875.0,8.0,30.0,0,0,1,1,1,1,0,0,1,0,0,0
40000.0,4000.0,24545.454545454544,9.090909090909092,26.818181818181817,3795.4545454545455,11.0,36.0,0,1,0,1,0,0,1,0,0,1,0,1
20000.0,4500.0,13000.0,12.2,26.4,2700.0,5.0,37.0,0,1,0,1,0,0,1,0,0,1,0,0
10000.0,3000.0,10000.0,13.0,41.6,3000.0,5.0,42.0,1,0,0,0,0,0,0,1,1,0,0,0
10000.0,3000.0,10000.0,22.0,32.0,3000.0,1.0,43.0,1,0,0,1,0,0,0,1,0,0,1,0
30000.0,3999.9000000000015,14000.0,12.2,16.0,2900.0,5.0,42.0,0,1,0,1,0,0,0,1,1,1,0,1
10000.0,1500.0,10000.0,9.0,10.5,1500.0,2.0,38.0,0,0,1,1,1,0,1,0,0,0,1,0
30000.0,4500.0,18000.0,15.6,28.1,3760.0,10.0,42.0,0,1,0,1,0,0,0,1,0,1,0,1
20000.0,4500.0,12500.0,12.5,5.0,1593.75,4.0,42.0,0,1,0,1,0,0,0,1,0,1,0,0
10000.0,3000.0,10000.0,4.0,26.0,3000.0,1.0,39.0,1,0,0,1,0,0,1,0,1,0,1,0
30000.0,9000.0,14285.714285714286,10.285714285714286,28.0,3542.8571428571427,7.0,54.0,0,1,0,1,1,0,0,1,1,1,0,1
10000.0,1500.0,12000.0,3.2,19.2,2100.0,5.0,41.0,0,0,1,0,1,0,0,1,1,0,0,0
10000.0,1500.0,10000.0,14.75,18.25,1875.0,4.0,35.0,0,0,1,0,1,1,0,0,1,0,0,0
10000.0,3000.0,10000.0,12.0,32.0,3000.0,1.0,36.0,1,0,0,1,0,0,1,0,0,0,1,0
30000.0,4500.0,16666.666666666668,11.0,12.0,2958.333333333333,9.0,43.0,0,1,0,1,0,0,0,1,1,1,0,1
20000.0,4500.0,10000.0,10.333333333333334,30.666666666666668,3000.0,3.0,45.0,0,1,0,1,0,0,0,1,1,1,1,0
10000.0,3000.0,10000.0,4.5,22.5,3000.0,2.0,32.0,1,0,0,1,0,1,0,0,0,0,1,0
20000.0,4500.0,12857.142857142857,10.571428571428571,31.428571428571427,3328.5714285714284,7.0,47.0,0,1,0,1,0,0,0,1,0,1,0,0
20000.0,2250.0,10000.0,14.0,15.0,1500.0,2.0,44.0,0,0,1,1,1,0,0,1,1,1,1,0
30000.0,3000.0,20916.666666666668,12.833333333333334,27.75,4085.4166666666665,13.0,35.0,1,0,0,1,0,1,0,0,0,1,0,1
40000.0,4000.0,20416.666666666668,10.333333333333334,18.83333333333333,2681.25,12.0,45.0,0,1,0,1,0,0,0,1,0,1,0,1
10000.0,3000.0,10000.0,5.0,14.0,1500.0,1.0,40.0,1,0,0,0,0,0,1,0,0,0,1,0
10000.0,3000.0,10000.0,22.0,25.0,3000.0,1.0,34.0,1,0,0,1,0,1,0,0,0,0,1,0
10000.0,3000.0,10000.0,14.0,28.0,3000.0,1.0,39.0,1,0,0,1,0,0,1,0,0,0,1,0
20000.0,4500.0,10000.0,10.333333333333334,22.666666666666668,2500.0,3.0,38.0,0,1,0,1,0,0,1,0,0,1,1,0
10000.0,1500.0,10000.0,22.0,16.0,1500.0,1.0,45.0,0,0,1,1,1,0,0,1,1,0,1,0
10000.0,3000.0,10000.0,11.25,30.25,3000.0,4.0,36.0,1,0,0,0,0,0,1,0,1,0,0,0
10000.0,3000.0,10000.0,12.0,23.0,3000.0,1.0,31.0,1,0,0,1,0,1,0,0,1,0,1,0
10000.0,1125.0,10000.0,16.4,17.6,2100.0,5.0,42.0,0,0,1,0,1,0,0,1,0,0,0,0
40000.0,4000.0,25000.0,18.125,20.75,3562.5,8.0,45.0,0,1,0,1,0,0,0,1,1,1,0,1
20000.0,4500.0,10000.0,6.0,29.33333333333333,3000.0,3.0,39.0,0,1,0,0,0,0,1,0,0,1,1,0
10000.0,3000.0,10000.0,13.0,19.5,2250.0,2.0,36.0,1,0,0,0,0,0,1,0,0,0,1,0
40000.0,8000.0,25000.0,14.666666666666666,27.0,4916.666666666667,5.0,39.0,0,1,0,1,1,0,1,0,0,1,0,1
40000.0,4000.0,25833.33333333333,12.083333333333334,32.25,4929.166666666667,12.0,28.0,0,1,0,0,0,1,0,0,1,1,0,1
10000.0,3000.0,10000.0,10.0,34.5,3000.0,2.0,29.0,1,0,0,1,0,1,0,0,0,0,1,0
10000.0,3000.0,10000.0,12.0,21.0,3000.0,1.0,37.0,1,0,0,1,0,0,1,0,1,0,1,0
10000.0,3000.0,10000.0,13.0,26.0,3000.0,1.0,47.0,1,0,0,0,0,0,0,1,1,0,1,0
40000.0,8000.0,21250.0,15.25,24.625,3700.0,8.0,43.0,0,1,0,1,1,0,0,1,1,1,0,1
35000.0,3500.0,18125.0,11.125,29.625,3431.25,8.0,31.0,0,1,0,0,0,1,0,0,0,1,0,1
40000.0,8000.0,23750.0,13.375,31.625,4175.0,8.0,38.0,0,1,0,0,1,0,1,0,1,1,0,1
10000.0,3000.0,10000.0,17.5,46.5,2250.0,3.0,40.0,1,0,0,0,0,0,1,0,0,0,1,0
10000.0,1500.0,10000.0,19.0,30.0,3000.0,1.0,52.0,0,0,1,0,1,0,0,1,0,0,1,0
10000.0,3000.0,10000.0,14.5,28.0,3000.0,2.0,38.0,1,0,0,1,0,0,1,0,1,0,1,0
30000.0,4500.0,18571.42857142857,12.142857142857142,26.142857142857142,3657.142857142857,7.0,34.0,0,1,0,0,0,1,0,0,0,1,0,1
10000.0,1500.0,10000.0,12.166666666666666,14.333333333333334,1750.0,6.0,35.0,0,0,1,1,1,1,0,0,1,0,0,0
10000.0,1500.0,10000.0,18.0,23.0,1500.0,3.0,39.0,0,0,1,0,1,0,1,0,0,0,1,0
10000.0,3000.0,10000.0,7.0,12.0,1500.0,1.0,44.0,1,0,0,0,0,0,0,1,1,0,1,0
30000.0,9000.0,15625.0,9.5,19.875,3404.6875,9.0,38.0,0,1,0,0,1,0,1,0,1,1,0,1
30000.0,4500.0,18125.0,17.375,23.875,2829.6875,8.0,32.0,0,1,0,0,0,1,0,0,0,1,0,1
30000.0,4500.0,20000.0,14.857142857142858,17.0,2792.8571428571427,7.0,28.0,0,1,0,0,0,1,0,0,0,1,0,1
30000.0,4500.0,25000.0,11.5,16.0,3750.0,4.0,34.0,0,1,0,1,0,1,0,0,0,1,0,1
20000.0,4500.0,10000.0,10.0,23.33333333333333,2500.0,3.0,37.0,0,1,0,0,0,0,1,0,1,1,1,0
10000.0,3000.0,10000.0,13.5,27.0,3000.0,2.0,38.0,1,0,0,1,0,0,1,0,1,0,1,0
10000.0,3000.0,10000.0,13.0,19.0,3000.0,1.0,33.0,1,0,0,1,0,1,0,0,1,0,1,0
30000.0,4500.0,17777.777777777777,10.555555555555555,24.77777777777778,3266.6666666666665,9.0,43.0,0,1,0,1,0,0,0,1,1,1,0,1
40000.0,4000.0,18642.85714285714,16.142857142857142,23.285714285714285,2217.8571428571427,15.0,28.0,0,1,0,1,0,1,0,0,0,1,0,1
10000.0,3000.0,10000.0,14.0,13.0,1500.0,1.0,40.0,1,0,0,1,0,0,1,0,1,0,1,0
10000.0,3000.0,10000.0,15.0,25.0,1500.0,1.0,28.0,1,0,0,0,0,1,0,0,1,0,1,0
10000.0,3000.0,10000.0,14.5,6.0,2250.0,2.0,43.0,1,0,0,1,0,0,0,1,1,0,1,0
20000.0,4500.0,12000.0,10.2,16.4,2100.0,5.0,38.0,0,1,0,0,0,0,1,0,0,1,0,0
15000.0,3375.0,10000.0,10.25,36.75,3000.0,4.0,46.0,0,1,0,1,0,0,0,1,1,1,0,0
10000.0,3000.0,10000.0,13.5,26.0,3000.0,2.0,43.0,1,0,0,1,0,0,0,1,0,0,1,0
40000.0,8000.0,27500.0,13.5,33.625,5912.5,8.0,42.0,0,1,0,1,1,0,0,1,0,1,0,1
10000.0,500.0,9333.333333333334,15.444444444444445,18.22222222222222,1866.6666666666667,9.0,39.0,0,0,1,1,1,0,1,0,0,0,0,0
10000.0,1500.0,10000.0,22.0,15.0,1500.0,1.0,31.0,0,0,1,0,1,1,0,0,0,0,1,0
50000.0,7500.0,20000.0,9.857142857142858,30.857142857142858,3999.107142857143,14.0,40.0,0,1,0,0,1,0,1,0,0,1,0,1
30000.0,4500.0,13750.0,16.0,18.875,2218.75,8.0,33.0,0,1,0,1,0,1,0,0,1,1,0,1
10000.0,1500.0,12000.0,15.6,12.6,1560.0,5.0,27.0,0,0,1,0,0,1,0,0,1,0,0,0
20000.0,4500.0,12500.0,11.0,20.25,2625.0,4.0,37.0,0,1,0,0,0,0,1,0,1,1,0,0
30000.0,4500.0,20000.0,16.142857142857142,25.428571428571427,3757.142857142857,7.0,31.0,0,1,0,1,0,1,0,0,1,1,0,1
10000.0,1500.0,10000.0,15.0,31.0,1500.0,1.0,46.0,0,0,1,1,1,0,0,1,1,0,1,0
10000.0,1500.0,10000.0,10.0,10.0,1500.0,1.0,33.0,0,0,1,0,1,1,0,0,1,0,1,0
20000.0,4500.0,10000.0,14.0,26.666666666666668,3000.0,3.0,34.0,0,1,0,1,0,1,0,0,1,1,1,0
30000.0,9000.0,14166.666666666666,12.833333333333334,22.5,3562.5,6.0,34.0,0,1,0,1,1,1,0,0,0,1,0,1
10000.0,3000.0,10000.0,8.0,31.0,3000.0,1.0,38.0,1,0,0,0,0,0,1,0,1,0,1,0
10000.0,3000.0,10000.0,14.0,22.5,2250.0,2.0,31.0,1,0,0,0,0,1,0,0,1,0,1,0
10000.0,3000.0,10000.0,20.0,40.0,3000.0,1.0,42.0,1,0,0,0,0,0,0,1,0,0,1,0
20000.0,1500.0,17777.777777777777,12.666666666666666,17.333333333333332,2558.333333333333,9.0,37.0,0,0,1,0,1,0,1,0,0,1,0,0
25000.0,3750.0,15000.0,14.285714285714286,15.285714285714286,2367.8571428571427,7.0,41.0,0,1,0,1,0,0,0,1,0,1,0,1
10000.0,3000.0,10000.0,8.0,23.0,3000.0,1.0,37.0,1,0,0,0,0,0,1,0,1,0,1,0
10000.0,3000.0,10000.0,5.0,18.0,1500.0,1.0,46.0,1,0,0,1,0,0,0,1,0,0,1,0
20000.0,4500.0,12500.0,13.0,21.75,3375.0,4.0,35.0,0,1,0,1,0,1,0,0,1,1,0,0
10000.0,3000.0,10000.0,11.0,12.0,1500.0,1.0,31.0,1,0,0,0,0,1,0,0,0,0,1,0
10000.0,1500.0,10000.0,17.0,16.0,1500.0,1.0,37.0,0,0,1,1,1,0,1,0,1,0,1,0
20000.0,4500.0,10000.0,8.333333333333334,16.333333333333332,3000.0,3.0,42.0,0,1,0,1,0,0,0,1,0,1,1,0
40000.0,4000.0,28333.33333333333,12.5,22.916666666666668,3400.0,12.0,30.0,0,1,0,1,0,1,0,0,1,1,0,1
20000.0,2250.0,14000.0,14.8,16.4,2250.0,5.0,42.0,0,0,1,1,1,0,0,1,1,1,0,0
10000.0,3000.0,10000.0,13.0,15.0,1500.0,1.0,33.0,1,0,0,1,0,1,0,0,0,0,1,0
10000.0,3000.0,10000.0,19.0,32.0,3000.0,1.0,42.0,1,0,0,0,0,0,0,1,0,0,1,0
50000.0,2500.0,22333.33333333333,15.0,20.466666666666665,3633.3333333333335,15.0,44.0,0,0,1,1,0,0,0,1,0,1,0,1
10000.0,3000.0,10000.0,13.0,28.0,3000.0,1.0,43.0,1,0,0,1,0,0,0,1,1,0,1,0
20000.0,2250.0,12500.0,17.0,15.0,1687.5,4.0,32.0,0,0,1,1,1,1,0,0,1,1,0,0
20000.0,4500.0,10000.0,13.333333333333334,17.666666666666668,3000.0,3.0,27.0,0,1,0,1,0,1,0,0,0,1,1,0
30000.0,4500.0,15555.555555555557,16.333333333333332,24.33333333333333,3588.8888888888887,9.0,35.0,0,1,0,1,0,1,0,0,1,1,0,1
20000.0,4500.0,10000.0,11.666666666666666,14.333333333333334,1500.0,3.0,40.0,0,1,0,1,0,0,1,0,1,1,1,0
10000.0,1125.0,14000.0,15.4,18.2,3300.0,5.0,33.0,0,0,1,1,1,1,0,0,1,0,0,0
10000.0,3000.0,10000.0,5.0,14.0,1500.0,1.0,35.0,1,0,0,1,0,1,0,0,1,0,1,0
40000.0,8000.0,23333.33333333333,14.11111111111111,32.111111111111114,5088.888888888889,9.0,29.0,0,1,0,0,1,1,0,0,1,1,0,1
10000.0,3000.0,10000.0,14.0,25.0,3000.0,1.0,32.0,1,0,0,0,0,1,0,0,0,0,1,0
30000.0,4500.0,15000.0,15.0,9.833333333333334,1875.0,6.0,37.0,0,1,0,1,0,0,1,0,1,1,0,1
20000.0,4500.0,14000.0,13.4,12.4,2250.0,5.0,47.0,0,1,0,1,0,0,0,1,0,1,0,0
30000.0,3000.0,22272.727272727272,10.909090909090908,29.09090909090909,4013.636363636364,11.0,36.0,1,0,0,1,0,0,1,0,0,1,0,1
10000.0,1500.0,10000.0,15.0,13.0,1500.0,1.0,37.0,0,0,1,1,1,0,1,0,1,0,1,0
60000.0,8100.0,35500.0,12.75,11.75,4410.0,20.0,31.0,0,1,0,1,1,1,0,0,1,1,0,1
10000.0,1125.0,10000.0,20.666666666666668,13.666666666666666,1500.0,3.0,43.0,0,0,1,0,1,0,0,1,1,0,1,0
30000.0,4500.0,16250.0,13.0,12.375,2437.5,8.0,51.0,0,1,0,0,0,0,0,1,1,1,0,1
30000.0,4500.0,18333.33333333333,9.77777777777778,19.55555555555556,2655.555555555556,9.0,40.0,0,1,0,0,0,0,1,0,1,1,0,1
10000.0,3000.0,10000.0,8.0,14.0,1500.0,1.0,43.0,1,0,0,1,0,0,0,1,1,0,1,0
10000.0,1500.0,10000.0,7.666666666666667,21.0,1500.0,3.0,40.0,0,0,1,0,1,0,1,0,1,0,1,0
10000.0,3000.0,10000.0,9.0,13.0,1500.0,1.0,39.0,1,0,0,1,0,0,1,0,1,0,1,0
40000.0,8000.0,20000.0,12.636363636363637,34.45454545454545,4381.818181818182,11.0,39.0,0,1,0,1,1,0,1,0,0,1,0,1
10000.0,1500.0,10000.0,11.0,11.0,1500.0,1.0,30.0,0,0,1,1,1,1,0,0,0,0,1,0
40000.0,4000.0,25833.33333333333,14.166666666666666,20.166666666666668,2808.333333333333,12.0,35.0,0,1,0,0,0,1,0,0,0,1,0,1
10000.0,3000.0,10000.0,17.0,4.0,3000.0,1.0,37.0,1,0,0,0,0,0,1,0,0,0,1,0
10000.0,3000.0,11666.666666666666,13.0,30.166666666666668,3250.0,7.0,32.0,1,0,0,0,0,1,0,0,1,0,0,0
10000.0,1500.0,10000.0,14.0,5.0,1500.0,1.0,43.0,0,0,1,0,1,0,0,1,1,0,1,0
20000.0,4500.0,13333.333333333334,15.666666666666666,19.666666666666668,2500.0,3.0,39.0,0,1,0,1,0,0,1,0,0,1,1,0
10000.0,2250.0,10000.0,10.0,17.333333333333332,2000.0,3.0,29.0,0,0,1,0,0,1,0,0,0,0,1,0
40000.0,4000.0,20000.0,9.666666666666666,34.166666666666664,4533.333333333333,6.0,38.0,0,1,0,0,0,0,1,0,1,1,0,1
20000.0,2250.0,12500.0,18.25,17.75,2062.5,4.0,28.0,0,0,1,0,1,1,0,0,1,1,0,0
10000.0,3000.0,10000.0,11.0,32.0,3000.0,1.0,41.0,1,0,0,1,0,0,0,1,0,0,1,0
20000.0,2250.0,15000.0,16.5,13.0,1875.0,2.0,36.0,0,0,1,0,1,0,1,0,1,1,1,0
10000.0,3000.0,10000.0,19.0,22.0,3000.0,1.0,39.0,1,0,0,1,0,0,1,0,1,0,1,0
10000.0,3000.0,10000.0,15.0,17.0,3000.0,1.0,33.0,1,0,0,1,0,1,0,0,0,0,1,0
10000.0,1500.0,10000.0,12.0,13.0,3000.0,1.0,37.0,0,0,1,0,1,0,1,0,1,0,1,0
10000.0,1125.0,10000.0,10.0,11.333333333333334,1500.0,3.0,36.0,0,0,1,0,1,0,1,0,0,0,1,0
10000.0,3000.0,10000.0,14.0,31.0,3000.0,1.0,36.0,1,0,0,1,0,0,1,0,1,0,1,0
25000.0,3750.0,16000.0,16.875,29.625,3787.5,8.0,42.0,0,1,0,1,0,0,0,1,1,1,0,1
10000.0,3000.0,10000.0,19.0,33.0,3000.0,1.0,46.0,1,0,0,0,0,0,0,1,0,0,1,0
10000.0,3000.0,10000.0,7.0,31.0,3000.0,1.0,47.0,1,0,0,1,0,0,0,1,1,0,1,0
20000.0,4500.0,14000.0,13.4,12.4,2250.0,5.0,47.0,0,1,0,1,0,0,0,1,0,1,0,0
40000.0,4000.0,21000.0,10.0,20.4,3440.0,10.0,39.0,0,1,0,1,0,0,1,0,1,1,0,1
10000.0,1500.0,10000.0,15.0,29.0,3000.0,1.0,34.0,0,0,1,0,1,1,0,0,1,0,1,0
10000.0,3000.0,10000.0,15.0,27.0,3000.0,1.0,45.0,1,0,0,0,0,0,0,1,0,0,1,0
10000.0,3000.0,10000.0,21.0,32.0,3000.0,1.0,39.0,1,0,0,1,0,0,1,0,0,0,1,0
10000.0,3000.0,10000.0,13.0,15.0,1500.0,1.0,33.0,1,0,0,1,0,1,0,0,1,0,1,0
10000.0,3000.0,10000.0,20.0,15.0,3000.0,1.0,29.0,1,0,0,1,0,1,0,0,1,0,1,0
30000.0,4500.0,18750.0,14.875,12.0,2531.25,8.0,37.0,0,1,0,0,0,0,1,0,1,1,0,1
40000.0,4000.0,23333.33333333333,11.25,26.166666666666668,3750.0,13.0,45.0,0,1,0,1,0,0,0,1,0,1,0,1
10000.0,3000.0,10000.0,8.0,3.0,1500.0,1.0,31.0,1,0,0,0,0,1,0,0,0,0,1,0
10000.0,3000.0,10000.0,12.0,27.0,3000.0,1.0,33.0,1,0,0,1,0,1,0,0,0,0,1,0
10000.0,1500.0,10000.0,13.0,28.0,3000.0,2.0,39.0,0,0,1,1,1,0,1,0,1,0,1,0
20000.0,4500.0,10000.0,10.0,19.0,2500.0,3.0,41.0,0,1,0,1,0,0,0,1,1,1,1,0
10000.0,3000.0,10000.0,10.0,26.0,3000.0,1.0,37.0,1,0,0,1,0,0,1,0,0,0,1,0
10000.0,3000.0,10000.0,16.0,11.0,1500.0,1.0,39.0,1,0,0,1,0,0,1,0,1,0,1,0
10000.0,1500.0,10000.0,23.0,34.0,3000.0,1.0,40.0,0,0,1,1,1,0,1,0,1,0,1,0
15000.0,3375.0,10000.0,12.333333333333334,27.33333333333333,3000.0,3.0,41.0,0,1,0,0,0,0,0,1,0,1,1,0
30000.0,9000.0,20000.0,10.363636363636363,20.63636363636364,3040.909090909091,12.0,33.0,0,1,0,1,1,1,0,0,0,1,0,1
20000.0,4500.0,14000.0,9.8,27.4,3600.0,5.0,44.0,0,1,0,0,0,0,0,1,1,1,0,0
30000.0,3999.9000000000015,15000.0,12.25,12.0,1500.0,4.0,36.0,0,1,0,0,0,0,1,0,1,1,0,1
10000.0,1500.0,10000.0,15.0,14.0,1500.0,1.0,33.0,0,0,1,0,1,1,0,0,1,0,1,0
10000.0,3000.0,10000.0,5.0,29.0,3000.0,1.0,34.0,1,0,0,0,0,1,0,0,1,0,1,0
20000.0,4500.0,12500.0,13.5,19.75,3375.0,4.0,37.0,0,1,0,1,0,0,1,0,1,1,0,0
10000.0,3000.0,10000.0,16.0,29.5,2250.0,2.0,32.0,1,0,0,1,0,1,0,0,1,0,1,0
20000.0,4500.0,14000.0,11.4,24.8,3300.0,5.0,38.0,0,1,0,1,0,0,1,0,1,1,0,0
20000.0,4500.0,14000.0,18.0,17.2,2700.0,5.0,39.0,0,1,0,1,0,0,1,0,1,1,0,0
40000.0,4000.0,27000.0,12.4,27.7,4250.0,10.0,41.0,0,1,0,1,0,0,0,1,1,1,0,1
30000.0,4500.0,20000.0,8.0,33.666666666666664,4366.666666666667,6.0,48.0,0,1,0,0,0,0,0,1,1,1,0,1
20000.0,3000.0,16250.0,13.625,27.25,3287.5,8.0,44.0,1,0,0,0,0,0,0,1,1,1,0,0
15000.0,3375.0,10000.0,16.666666666666668,23.0,2500.0,3.0,28.0,0,1,0,1,0,1,0,0,0,1,1,0
20000.0,3000.0,16666.666666666668,12.833333333333334,28.83333333333333,4016.6666666666665,6.0,36.0,1,0,0,1,0,0,1,0,1,1,0,0
10000.0,3000.0,10000.0,5.0,29.0,3000.0,1.0,30.0,1,0,0,1,0,1,0,0,1,0,1,0
10000.0,3000.0,11250.0,12.5,20.5,2337.5,4.0,44.0,1,0,0,0,0,0,0,1,0,0,0,0
40000.0,8000.0,20416.666666666668,11.916666666666666,24.916666666666668,3656.25,12.0,39.0,0,1,0,1,1,0,1,0,1,1,0,1
40000.0,8000.0,21111.11111111111,9.444444444444445,33.888888888888886,4572.222222222223,9.0,34.0,0,1,0,1,1,1,0,0,1,1,0,1
10000.0,3000.0,10000.0,9.0,9.0,3000.0,1.0,38.0,1,0,0,1,0,0,1,0,0,0,1,0
10000.0,3000.0,10000.0,8.0,29.0,3000.0,1.0,40.0,1,0,0,1,0,0,1,0,1,0,1,0
10000.0,3000.0,10000.0,13.0,31.0,3000.0,2.0,34.0,1,0,0,0,0,1,0,0,1,0,1,0
40000.0,4000.0,27692.30769230769,11.923076923076923,24.692307692307693,3465.3846153846152,13.0,34.0,0,1,0,1,0,1,0,0,1,1,0,1
20000.0,4500.0,12000.0,14.8,15.2,2025.0,5.0,55.0,0,1,0,0,0,0,0,1,1,1,0,0
20000.0,2000.0,16428.571428571428,16.428571428571427,22.0,3607.142857142857,7.0,35.0,0,0,1,1,0,1,0,0,1,1,0,0
20000.0,4500.0,10000.0,5.666666666666667,29.0,3000.0,3.0,49.0,0,1,0,1,0,0,0,1,1,1,1,0
10000.0,1500.0,10000.0,20.5,25.0,1500.0,2.0,36.0,0,0,1,0,1,0,1,0,1,0,1,0
30000.0,4500.0,17777.777777777777,8.777777777777779,24.55555555555556,3600.0,9.0,33.0,0,1,0,0,0,1,0,0,0,1,0,1
20000.0,4500.0,12500.0,11.5,11.5,2250.0,4.0,44.0,0,1,0,0,0,0,0,1,1,1,0,0
40000.0,8000.0,22900.0,11.9,35.8,4085.0,10.0,43.0,0,1,0,1,1,0,0,1,1,1,0,1
10000.0,1500.0,10000.0,13.0,9.0,1500.0,1.0,38.0,0,0,1,0,1,0,1,0,0,0,1,0
20000.0,2250.0,10000.0,13.666666666666666,12.0,2500.0,3.0,30.0,0,0,1,1,1,1,0,0,0,1,1,0
10000.0,3000.0,10000.0,13.142857142857142,31.428571428571427,3000.0,7.0,30.0,1,0,0,1,0,1,0,0,0,0,0,0
10000.0,3000.0,10000.0,10.0,35.0,3000.0,1.0,32.0,1,0,0,0,0,1,0,0,1,0,1,0
30000.0,4500.0,16250.0,15.625,19.625,2590.625,8.0,35.0,0,1,0,1,0,1,0,0,1,1,0,1
30000.0,4500.0,19000.0,12.7,27.0,3680.0,10.0,41.0,0,1,0,1,0,0,0,1,0,1,0,1
20000.0,2250.0,16250.0,9.083333333333334,24.08333333333333,2328.125,12.0,38.0,0,0,1,0,1,0,1,0,0,1,0,0
10000.0,1500.0,10000.0,15.75,29.0,2531.25,4.0,29.0,0,0,1,1,1,1,0,0,0,0,0,0
10000.0,1500.0,10000.0,14.0,5.0,1500.0,1.0,38.0,0,0,1,0,1,0,1,0,1,0,1,0
10000.0,3000.0,10000.0,19.0,31.0,3000.0,1.0,33.0,1,0,0,1,0,1,0,0,1,0,1,0
30000.0,4500.0,13333.333333333334,12.333333333333334,8.166666666666666,1687.5,6.0,41.0,0,1,0,0,0,0,0,1,0,1,0,1
20000.0,4500.0,10000.0,13.333333333333334,8.666666666666666,1500.0,3.0,37.0,0,1,0,0,0,0,1,0,0,1,1,0
10000.0,1500.0,10000.0,15.0,14.0,1500.0,1.0,40.0,0,0,1,1,1,0,1,0,0,0,1,0
40000.0,4000.0,20833.33333333333,14.666666666666666,29.0,4366.666666666667,6.0,45.0,0,1,0,0,0,0,0,1,0,1,0,1
20000.0,2250.0,10000.0,11.333333333333334,13.333333333333334,2000.0,3.0,33.0,0,0,1,1,1,1,0,0,1,1,1,0
30000.0,4500.0,18571.42857142857,12.142857142857142,17.428571428571427,2928.557142857143,7.0,39.0,0,1,0,0,0,0,1,0,1,1,0,1
30000.0,4500.0,21428.571428571428,13.714285714285714,28.571428571428573,4257.142857142857,8.0,34.0,0,1,0,1,0,1,0,0,0,1,0,1
10000.0,1500.0,10000.0,14.0,17.5,2250.0,2.0,37.0,0,0,1,0,1,0,1,0,1,0,1,0
10000.0,3000.0,10000.0,20.0,30.0,3000.0,1.0,32.0,1,0,0,0,0,1,0,0,1,0,1,0
10000.0,3000.0,10000.0,14.0,29.0,3000.0,1.0,33.0,1,0,0,0,0,1,0,0,1,0,1,0
30000.0,9000.0,15000.0,10.0,25.83333333333333,3633.3333333333335,6.0,36.0,0,1,0,1,1,0,1,0,0,1,0,1
30000.0,9000.0,13750.0,12.5,22.125,3281.25,8.0,37.0,0,1,0,1,1,0,1,0,1,1,0,1
10000.0,1500.0,10000.0,4.0,15.0,1500.0,1.0,39.0,0,0,1,1,1,0,1,0,0,0,1,0
10000.0,3000.0,10000.0,16.0,28.0,2700.0,5.0,39.0,1,0,0,0,0,0,1,0,0,0,0,0
10000.0,1500.0,10000.0,9.5,8.5,2250.0,2.0,50.0,0,0,1,0,1,0,0,1,1,0,1,0
40000.0,4000.0,22000.0,11.4,18.8,2990.0,10.0,32.0,0,1,0,1,0,1,0,0,1,1,0,1
10000.0,3000.0,11142.857142857143,11.0,31.714285714285715,3128.5714285714284,7.0,41.0,1,0,0,0,0,0,0,1,0,0,0,0
10000.0,3000.0,10000.0,10.0,28.0,3000.0,1.0,33.0,1,0,0,1,0,1,0,0,1,0,1,0
10000.0,3000.0,10000.0,15.0,24.0,3000.0,1.0,32.0,1,0,0,1,0,1,0,0,1,0,1,0
40000.0,8000.0,21666.666666666668,13.77777777777778,35.111111111111114,4766.666666666667,9.0,37.0,0,1,0,0,1,0,1,0,0,1,0,1
40000.0,4000.0,28000.0,13.9,28.3,4020.0,10.0,47.0,0,1,0,1,0,0,0,1,1,1,0,1
10000.0,1500.0,10000.0,14.333333333333334,24.33333333333333,2000.0,4.0,36.0,0,0,1,1,1,0,1,0,1,0,0,0
10000.0,3000.0,10000.0,20.0,41.0,3000.0,1.0,43.0,1,0,0,1,0,0,0,1,0,0,1,0
