systemloanid,loannumber,loanamount,termdays,interest,loan_interval,interest_interval,good_bad_flag,avg_loanamount,avg_paym_span_hrs,avg_active_span_days,avg_interest,max_loannumber,bank_name_clients,age,age_interval,state,customerid
301987508.0,0-4,20000.0,30,4500.0,mas de 10000,mas de 3000,Good,10000.0,8.666666666666666,24.33333333333333,2500.0,3.0,GT Bank,44.0,41-61,Lagos,8a858e645591c24b01559aebf3576da3
301988098.0,+4,30000.0,30,4500.0,mas de 10000,mas de 3000,Good,19166.666666666668,13.5,19.166666666666668,2504.1666666666665,6.0,Multinational Banks,43.0,41-61,Other,8a858e035693e0290156a25513ae35a6
301974876.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,14.666666666666666,33.666666666666664,3000.0,3.0,Multinational Banks,42.0,41-61,Other,8a858e16562dbf18015631258ed16411
302000489.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,10.0,9.0,1500.0,1.0,GT Bank,35.0,26-35,Lagos,8a858fda5d37b00c015d3ba42a19619e
301958593.0,+4,20000.0,30,3000.0,mas de 10000,3000,Good,11666.666666666666,13.166666666666666,14.166666666666666,1800.0,6.0,Multinational Banks,38.0,36-40,Other,8a858f99560bbe45015613ae87981a6d
302001975.0,0-4,10000.0,Other,1500.0,10000,menos de 3000,Good,10000.0,16.5,12.5,1500.0,2.0,Multinational Banks,45.0,41-61,Lagos,8a858ea75b1fd476015b2013ccc13238
301962448.0,+4,30000.0,30,4500.0,mas de 10000,mas de 3000,Good,20857.14285714286,13.285714285714286,20.714285714285715,3207.1428571428573,7.0,Multinational Banks,44.0,41-61,Other,8a858fe8555f401f01556e0a6ac317b7
301996657.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,17.0,1.0,3000.0,1.0,GT Bank,30.0,26-35,Lagos,8a858e0b5d1d8104015d1da5234b0e90
301961073.0,+4,30000.0,Other,9000.0,mas de 10000,mas de 3000,Good,14000.0,11.2,19.8,2550.0,5.0,Multinational Banks,35.0,26-35,Other,8a858e4157e2d76b0157e9326ba54ec9
301969961.0,+4,30000.0,30,4500.0,mas de 10000,mas de 3000,Good,20000.0,6.142857142857143,30.142857142857142,4085.714285714286,7.0,Multinational Banks,53.0,41-61,Lagos,8a858f0056b7cf8e0156c3d05ee2250a
301959813.0,+4,50000.0,30,2500.0,mas de 10000,menos de 3000,Good,29285.714285714286,13.857142857142858,27.285714285714285,3810.714285714286,14.0,Multinational Banks,36.0,36-40,Other,8a8589b953bc23f70153c12ae7c852a9
301984748.0,0-4,10000.0,Other,1500.0,10000,menos de 3000,Bad,10000.0,17.0,14.0,1500.0,1.0,GT Bank,34.0,26-35,Lagos,8a858fea5cc644ae015cc67ece482b6e
301966607.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,14.0,29.0,3000.0,1.0,Multinational Banks,33.0,26-35,Lagos,8a858e275c7ea5ec015c81b78d406c50
301994182.0,0-4,10000.0,Other,1500.0,10000,menos de 3000,Good,10000.0,11.0,28.0,3000.0,1.0,GT Bank,31.0,26-35,Other,8a858f205ccfd9d3015cd04514bd39c1
301961607.0,0-4,10000.0,30,3000.0,10000,3000,Bad,10000.0,20.0,14.0,1500.0,1.0,Multinational Banks,36.0,36-40,Lagos,8a858f305cb1ec4e015cb2053de10706
302000107.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,8.0,27.0,3000.0,1.0,Multinational Banks,40.0,36-40,Other,8a858e4b5cb1e4d7015cbbde80436cf1
301998989.0,+4,30000.0,30,4500.0,mas de 10000,mas de 3000,Good,15000.0,14.5,20.33333333333333,2883.333333333333,6.0,Multinational Banks,58.0,41-61,Lagos,8a858f945b006ef8015b0073905c123e
301987479.0,0-4,10000.0,30,3000.0,10000,3000,Bad,10000.0,15.0,29.0,3000.0,2.0,Multinational Banks,33.0,26-35,Other,8a858e935b496584015b53d101793fbe
301990839.0,0-4,10000.0,Other,1500.0,10000,menos de 3000,Good,10000.0,17.0,7.0,1500.0,1.0,GT Bank,37.0,36-40,Other,8a858fad5ccb633e015ccb8973e511bc
302002357.0,0-4,10000.0,30,3000.0,10000,3000,Bad,10000.0,1.0,29.0,3000.0,1.0,Multinational Banks,46.0,41-61,Other,8a858e045cd5b1d6015cdac5a9fe38be
301985870.0,+4,10000.0,Other,750.0,10000,menos de 3000,Good,15000.0,14.25,6.625,1582.8125,8.0,GT Bank,46.0,41-61,Lagos,8a8589a453bc422d0153c97956cb020d
301978182.0,0-4,10000.0,Other,1500.0,10000,menos de 3000,Good,10000.0,11.0,13.0,1500.0,1.0,GT Bank,32.0,26-35,Lagos,8a858ed25ba09f98015ba3f2c69e6d69
301986459.0,0-4,10000.0,Other,1500.0,10000,menos de 3000,Good,10000.0,16.0,26.0,3000.0,1.0,GT Bank,35.0,26-35,Lagos,8a858f7e5c69a6e3015c74334d791005
301966582.0,+4,20000.0,30,4500.0,mas de 10000,mas de 3000,Good,12500.0,12.5,5.0,1593.75,4.0,Multinational Banks,42.0,41-61,Lagos,8a8588b75438f49901544510041e0951
301990342.0,+4,10000.0,Other,1500.0,10000,menos de 3000,Good,8750.0,16.25,11.0,1687.5,4.0,Multinational Banks,33.0,26-35,Other,8a858eb95591bf0001559220e85e1b16
301975803.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,10.0,32.0,3000.0,1.0,GT Bank,30.0,26-35,Lagos,8a858e35590808300159237c9c5446e3
301984218.0,+4,40000.0,Other,8000.0,mas de 10000,mas de 3000,Good,20909.090909090908,12.909090909090908,15.090909090909092,2990.909090909091,11.0,Multinational Banks,34.0,26-35,Other,8a858e1556321b940156548b9ca970a6
301970782.0,+4,40000.0,30,4000.0,mas de 10000,mas de 3000,Good,18181.81818181818,14.909090909090908,15.0,3309.090909090909,11.0,GT Bank,36.0,36-40,Other,8a85898a53bc15600153cb8e38ae2c5f
301995522.0,+4,20000.0,30,4500.0,mas de 10000,mas de 3000,Good,10833.333333333334,11.5,31.166666666666668,3062.5,6.0,GT Bank,40.0,36-40,Lagos,8a858f615591c2cc01559c85e34172bd
301976278.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,16.0,14.0,1500.0,1.0,Multinational Banks,27.0,26-35,Other,8a858f4b5ccab528015ccaf7470b2d9e
301995701.0,+4,15000.0,Other,1125.0,mas de 10000,menos de 3000,Good,11111.111111111111,13.77777777777778,9.22222222222222,1472.2222222222222,9.0,Multinational Banks,29.0,26-35,Other,8a858ec05a9535db015a9d60ebd114d4
301971711.0,0-4,10000.0,Other,1500.0,10000,menos de 3000,Good,10000.0,11.0,17.0,1500.0,1.0,Multinational Banks,36.0,36-40,Other,8a858f2e5cd09481015cd0a05cde084c
301964334.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,21.0,32.0,3000.0,1.0,GT Bank,30.0,26-35,Other,8a858e875c63d395015c69cfb3733438
301960975.0,0-4,10000.0,Other,1500.0,10000,menos de 3000,Bad,10000.0,14.5,9.0,1500.0,2.0,GT Bank,36.0,36-40,Other,8a858fcb5ca240f7015ca66d5be72ba4
301990434.0,+4,50000.0,Other,7500.0,mas de 10000,mas de 3000,Bad,24500.0,10.6,32.3,5142.5,10.0,GT Bank,43.0,41-61,Lagos,8a858faf5679a83801568596dba677cd
301999127.0,0-4,10000.0,Other,1500.0,10000,menos de 3000,Good,10000.0,8.0,10.0,1500.0,2.0,Multinational Banks,48.0,41-61,Other,8a858f9157f7b967015800b952973dd1
301979327.0,0-4,20000.0,30,4500.0,mas de 10000,mas de 3000,Good,10000.0,15.0,27.33333333333333,3000.0,3.0,Multinational Banks,36.0,36-40,Lagos,8a858f565b683b56015b800206d93f22
301994272.0,0-4,10000.0,30,3000.0,10000,3000,Bad,10000.0,10.0,22.0,3000.0,1.0,Multinational Banks,44.0,41-61,Lagos,8a858eb55cf45581015cf4c50f3d4335
301993694.0,+4,40000.0,30,4000.0,mas de 10000,mas de 3000,Bad,24166.666666666668,14.666666666666666,24.58333333333333,3850.0,12.0,GT Bank,36.0,36-40,Lagos,8a858f9c56aaf37d0156b726935e2616
301987811.0,0-4,10000.0,Other,1500.0,10000,menos de 3000,Good,10000.0,11.0,19.5,2250.0,2.0,Multinational Banks,44.0,41-61,Lagos,8a858e245c214660015c307d07003faf
301983687.0,+4,40000.0,30,4000.0,mas de 10000,mas de 3000,Good,23000.0,13.9,26.6,4600.0,10.0,Multinational Banks,48.0,41-61,Other,8a858e585693982b0156adecb6c42cdb
301967606.0,+4,35000.0,30,3500.0,mas de 10000,mas de 3000,Good,20714.285714285717,10.857142857142858,25.0,3757.142857142857,7.0,Multinational Banks,30.0,26-35,Lagos,8a858f465668e3d601568add9c6a4fe0
301992076.0,+4,40000.0,30,4000.0,mas de 10000,mas de 3000,Bad,25384.615384615383,9.23076923076923,25.07692307692308,3365.3846153846152,13.0,GT Bank,47.0,41-61,Lagos,8a85881a5420ebf101543805f5fb4a09
301966371.0,+4,30000.0,30,4500.0,mas de 10000,mas de 3000,Good,18750.0,11.25,16.375,3487.5,8.0,Multinational Banks,35.0,26-35,Lagos,8a858e225a28c713015a33e7c0bf5ed8
301978307.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,12.0,30.0,3000.0,1.0,GT Bank,29.0,26-35,Lagos,8a858e6c5c88d145015c8fa5e8122270
301997716.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,20.0,33.0,3000.0,1.0,GT Bank,28.0,26-35,Lagos,8a85892854a059ed0154aa182dd84489
301994864.0,0-4,20000.0,30,4500.0,mas de 10000,mas de 3000,Good,10000.0,10.333333333333334,17.666666666666668,3000.0,3.0,Multinational Banks,39.0,36-40,Lagos,8a858f225bfdb280015c0f84efe85e63
301965360.0,+4,30000.0,30,4500.0,mas de 10000,mas de 3000,Good,20000.0,16.88888888888889,11.77777777777778,2622.222222222222,9.0,Multinational Banks,42.0,41-61,Lagos,8a858f2d5853901a015861e6f6315db1
301961422.0,+4,20000.0,30,4500.0,mas de 10000,mas de 3000,Good,10000.0,14.0,29.0,3000.0,4.0,Multinational Banks,38.0,36-40,Lagos,8a858ee0560bc0770156222d2ade524c
301969491.0,+4,10000.0,30,3000.0,10000,3000,Good,10000.0,9.75,36.0,3000.0,4.0,Multinational Banks,42.0,41-61,Other,8a858eef55548905015554a9578505d4
301964528.0,+4,20000.0,30,4500.0,mas de 10000,mas de 3000,Bad,15000.0,12.75,32.75,3375.0,8.0,GT Bank,51.0,41-61,Lagos,8a858f1955b1c4df0155cfad79641b0a
301967274.0,0-4,10000.0,30,3000.0,10000,3000,Bad,10000.0,23.0,42.0,3000.0,2.0,GT Bank,38.0,36-40,Lagos,8a8589b953d0be470153d1069c3f14cd
301974052.0,+4,30000.0,30,4500.0,mas de 10000,mas de 3000,Good,17500.0,13.75,16.25,2625.0,8.0,GT Bank,35.0,26-35,Lagos,8a858ed1594a282f015963c795622574
301983462.0,0-4,10000.0,Other,1500.0,10000,menos de 3000,Good,10000.0,14.0,14.0,1500.0,1.0,Multinational Banks,38.0,36-40,Lagos,8a858e525cac859d015cb01e91ec2236
302002358.0,0-4,10000.0,30,3000.0,10000,3000,Bad,10000.0,15.0,17.0,3000.0,1.0,Multinational Banks,27.0,26-35,Lagos,8a858e2c5cc64f70015cc83a050e57d2
301967303.0,0-4,10000.0,Other,1500.0,10000,menos de 3000,Good,10000.0,0.0,19.0,1500.0,1.0,GT Bank,39.0,36-40,Lagos,8a858ed158f3044d015906884426348c
301966466.0,+4,30000.0,30,4500.0,mas de 10000,mas de 3000,Good,21875.0,8.625,30.25,3859.375,8.0,GT Bank,37.0,36-40,Other,8a858fd55577e87601557eb6810f1310
301966884.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,11.0,20.0,3000.0,1.0,Multinational Banks,47.0,41-61,Lagos,8a858e5b5ca767e1015ca8a7c45543d6
301978331.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,10.0,31.0,3000.0,1.0,Multinational Banks,38.0,36-40,Lagos,8a858eb65c3b3074015c3f96cf8c3fad
301963405.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,23.0,32.0,3000.0,1.0,Multinational Banks,40.0,36-40,Other,8a858f005c59e532015c5a89b8405010
301968002.0,+4,30000.0,30,4500.0,mas de 10000,mas de 3000,Good,15000.0,17.166666666666668,11.333333333333334,1875.0,6.0,Multinational Banks,36.0,36-40,Other,8a858fa95b631878015b662ca5b446cf
301976141.0,+4,40000.0,30,4000.0,mas de 10000,mas de 3000,Good,24375.0,10.875,21.25,3104.6875,16.0,GT Bank,39.0,36-40,Lagos,8a858ee454da1cbd0154dd11d735299f
301971167.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,12.5,28.0,3000.0,2.0,GT Bank,33.0,26-35,Lagos,8a858ff85bd93919015bdab43d435d04
302002002.0,0-4,10000.0,30,3000.0,10000,3000,Bad,10000.0,19.0,13.0,1500.0,1.0,Multinational Banks,40.0,36-40,Other,8a858fa25c120898015c132919e544fc
301971657.0,+4,10000.0,Other,1500.0,10000,menos de 3000,Bad,10000.0,12.25,20.25,1500.0,4.0,GT Bank,46.0,41-61,Lagos,8a858fb35a6b3924015a6b8d201e3239
301987252.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,9.0,29.0,3000.0,1.0,GT Bank,38.0,36-40,Other,8a858f475b5e370c015b609c69cd4c30
301966209.0,+4,20000.0,30,4500.0,mas de 10000,mas de 3000,Good,14000.0,13.4,12.4,2250.0,5.0,Multinational Banks,47.0,41-61,Lagos,8a858e885b68546c015b7238f22027ba
301967347.0,0-4,20000.0,30,4000.0,mas de 10000,mas de 3000,Good,10000.0,21.0,14.0,2250.0,2.0,Multinational Banks,35.0,26-35,Other,8a858fa95c695f85015c780af573028d
301961896.0,0-4,20000.0,30,4500.0,mas de 10000,mas de 3000,Good,10000.0,13.0,22.5,2250.0,2.0,GT Bank,39.0,36-40,Lagos,8a858fdc5c118fd3015c11a211e108b7
302000146.0,+4,30000.0,30,4500.0,mas de 10000,mas de 3000,Bad,13333.333333333334,11.333333333333334,22.444444444444443,2098.6111111111118,9.0,Multinational Banks,36.0,36-40,Lagos,8a858e3d55ca3ef60155db99ec76153d
301965946.0,0-4,20000.0,30,4500.0,mas de 10000,mas de 3000,Good,10000.0,14.0,21.33333333333333,2500.0,3.0,GT Bank,35.0,26-35,Other,8a858fc55b2548dd015b2e9cd6857beb
301958486.0,0-4,10000.0,Other,1500.0,10000,menos de 3000,Bad,10000.0,11.0,9.0,1500.0,1.0,Multinational Banks,48.0,41-61,Other,8a858f2e5c699f3a015c77aa22ed7f23
301977730.0,+4,20000.0,Other,2250.0,mas de 10000,menos de 3000,Good,12500.0,5.75,14.25,1687.5,4.0,Multinational Banks,45.0,41-61,Other,8a858fab5bfd307b015bfd4d5b96114d
301966060.0,0-4,20000.0,Other,2250.0,mas de 10000,menos de 3000,Bad,10000.0,15.666666666666666,15.666666666666666,2000.0,3.0,Multinational Banks,29.0,26-35,Other,8a8588fd53c244bc0153c8305ea7338f
301984604.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,19.0,11.0,1500.0,1.0,Multinational Banks,35.0,26-35,Other,8a858eaa55a0b8ae0155bab849c616a1
301989886.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,18.0,23.0,3000.0,1.0,GT Bank,34.0,26-35,Other,8a858e1e54e2aa5a0155059eabfa7cc1
301989898.0,0-4,10000.0,Other,1500.0,10000,menos de 3000,Good,10000.0,6.5,14.0,2250.0,2.0,GT Bank,35.0,26-35,Other,8a858f605b911d60015b9a7f64f15e1f
301980962.0,0-4,10000.0,Other,1500.0,10000,menos de 3000,Good,10000.0,9.5,23.5,2250.0,2.0,Multinational Banks,36.0,36-40,Lagos,8a858e5b5bd99460015be783dabb272f
301997803.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,19.0,32.0,3000.0,1.0,GT Bank,42.0,41-61,Lagos,8a858fc959bc56c80159caf763b468fb
302002182.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,19.0,15.0,3000.0,1.0,GT Bank,37.0,36-40,Lagos,8a858f185d1daff6015d227c61832b3e
301965234.0,+4,10000.0,30,2250.0,10000,menos de 3000,Good,10000.0,9.25,37.5,3000.0,5.0,GT Bank,42.0,41-61,Other,8a858e5856b7840c0156c7129a9c2618
301982189.0,+4,30000.0,30,4500.0,mas de 10000,mas de 3000,Good,19000.0,14.6,25.4,3370.0,5.0,Multinational Banks,40.0,36-40,Lagos,8a85890253e2f1180153e60ece4201a1
301963039.0,+4,20000.0,30,4500.0,mas de 10000,mas de 3000,Bad,16428.571428571428,12.857142857142858,22.142857142857142,3125.0,7.0,GT Bank,28.0,26-35,Other,8a858fe55656a93801565f38ead003e0
301999434.0,0-4,10000.0,30,3000.0,10000,3000,Bad,10000.0,7.0,42.0,3000.0,1.0,GT Bank,33.0,26-35,Other,8a8588c9548a33b201548b3cdb0f0c53
301995224.0,0-4,10000.0,Other,1500.0,10000,menos de 3000,Good,10000.0,11.0,7.0,1500.0,1.0,Multinational Banks,45.0,41-61,Lagos,8a858f4156939c3c01569d232cbd5024
301960958.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,15.0,12.0,1500.0,1.0,Multinational Banks,32.0,26-35,Lagos,8a858f505ca7b434015cab8f6a696786
301982349.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,10.0,19.0,3000.0,1.0,Multinational Banks,40.0,36-40,Lagos,8a858e785c8d9167015c8fed39cf53ae
301994878.0,+4,30000.0,Other,9000.0,mas de 10000,mas de 3000,Good,18333.33333333333,16.666666666666668,17.333333333333332,3000.0,6.0,GT Bank,42.0,41-61,Other,8a8588dd54a3ead30154ada314c44e09
301996254.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,18.0,29.0,3000.0,2.0,GT Bank,36.0,36-40,Lagos,8a858e225c404292015c4419d23d04f8
301972142.0,+4,30000.0,Other,9000.0,mas de 10000,mas de 3000,Bad,17222.222222222223,17.11111111111111,13.555555555555555,2355.555555555556,9.0,Multinational Banks,29.0,26-35,Other,8a858f1f586c8fc8015870ffe8e17424
301987595.0,+4,20000.0,Other,2250.0,mas de 10000,menos de 3000,Good,12500.0,14.0,24.0,2625.0,4.0,Multinational Banks,34.0,26-35,Lagos,8a858e8b5a8a77a9015a8d99c3190691
301972246.0,+4,30000.0,30,4500.0,mas de 10000,mas de 3000,Good,17777.777777777777,8.11111111111111,16.22222222222222,2300.0,9.0,Multinational Banks,36.0,36-40,Lagos,8a3442825124396701513514dad40fa7
301995003.0,0-4,10000.0,Other,1500.0,10000,menos de 3000,Good,10000.0,14.0,11.0,1500.0,1.0,Multinational Banks,46.0,41-61,Lagos,8a858ee55cb156e6015cbf58b7d50810
301990457.0,0-4,10000.0,Other,1500.0,10000,menos de 3000,Good,10000.0,14.0,16.0,1500.0,1.0,Multinational Banks,38.0,36-40,Lagos,8a858fec5c169ff0015c16c6e3b61925
301959612.0,0-4,20000.0,30,4500.0,mas de 10000,mas de 3000,Good,10000.0,9.0,28.33333333333333,3000.0,3.0,Multinational Banks,33.0,26-35,Other,8a858fa55acd8061015ad15eb8b47940
301970548.0,+4,30000.0,30,4500.0,mas de 10000,mas de 3000,Good,20000.0,14.444444444444445,16.77777777777778,3044.4444444444443,9.0,GT Bank,38.0,36-40,Lagos,8a858fa057e2a0a50157e7650d8903fb
301989064.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,9.0,31.0,3000.0,2.0,Multinational Banks,29.0,26-35,Lagos,8a858e105c1c09c8015c1cc872e155e5
301972262.0,0-4,10000.0,30,3000.0,10000,3000,Bad,10000.0,14.666666666666666,37.66666666666666,3000.0,3.0,Multinational Banks,32.0,26-35,Other,8a858fee5863a049015867c0ab2c3bc0
301960704.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,9.0,36.0,3000.0,2.0,GT Bank,40.0,36-40,Lagos,8a858f885adcf4e8015addc0f5b3608c
301996230.0,0-4,10000.0,Other,1500.0,10000,menos de 3000,Good,10000.0,18.0,14.0,1500.0,1.0,GT Bank,30.0,26-35,Other,8a858f3d5d18c7d7015d1991deb638b7
301966939.0,0-4,10000.0,30,3000.0,10000,3000,Bad,10000.0,17.0,9.0,1500.0,1.0,Multinational Banks,28.0,26-35,Other,8a858f2a5ce989dd015ce9fc24b1474b
301995472.0,+4,30000.0,Other,9000.0,mas de 10000,mas de 3000,Good,18888.88888888889,12.77777777777778,33.44444444444444,4522.222222222223,9.0,GT Bank,39.0,36-40,Lagos,8a858e7b55deef140155e4ec2be045e7
301961482.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,14.0,32.666666666666664,3000.0,3.0,GT Bank,45.0,41-61,Other,8a858ef55a46c7c8015a47574114741c
302003929.0,+4,20000.0,30,4500.0,mas de 10000,mas de 3000,Good,12000.0,12.6,16.4,2025.0,5.0,Multinational Banks,40.0,36-40,Lagos,8a858fcf5b39c3ba015b3b269d573d36
301974182.0,0-4,10000.0,30,3000.0,10000,3000,Bad,10000.0,17.0,47.0,3000.0,1.0,Multinational Banks,46.0,41-61,Other,8a858fa35871618e0158775c47d17113
301999627.0,0-4,10000.0,Other,1500.0,10000,menos de 3000,Good,10000.0,21.0,29.0,3000.0,1.0,Multinational Banks,40.0,36-40,Other,8a858edf55ca17ba0155d58ee8d43f6a
302001370.0,+4,20000.0,30,4500.0,mas de 10000,mas de 3000,Good,13333.333333333334,13.88888888888889,24.33333333333333,2877.777777777778,9.0,Multinational Banks,37.0,36-40,Lagos,8a858f03582604ff0158260fcc730548
301980011.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,18.0,34.0,3000.0,1.0,Multinational Banks,39.0,36-40,Lagos,8a858fca5c830943015c86ee73095c82
301991765.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,8.0,8.0,3000.0,1.0,Multinational Banks,35.0,26-35,Other,8a858f0f5d1df2ad015d219c38c87827
301965712.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,16.0,30.0,3000.0,1.0,GT Bank,44.0,41-61,Lagos,8a858fd05bfd7d3c015c0fdaffed5f55
301961051.0,+4,20000.0,30,4500.0,mas de 10000,mas de 3000,Good,14000.0,10.2,18.6,2700.0,5.0,GT Bank,49.0,41-61,Lagos,8a858ece5b0142e3015b0f3accb86c5d
301998978.0,0-4,10000.0,Other,1500.0,10000,menos de 3000,Good,10000.0,15.0,15.0,1500.0,1.0,Multinational Banks,38.0,36-40,Other,8a858e165cf9d8e3015d072f06823b83
301966093.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,9.0,12.0,3000.0,1.0,Multinational Banks,50.0,41-61,Other,8a858fc15cd06c32015cd4ba6b1d711b
301977632.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,15.0,0.0,1500.0,1.0,GT Bank,37.0,36-40,Lagos,8a858e885c63d379015c6908c6fa1856
301977043.0,0-4,10000.0,Other,1500.0,10000,menos de 3000,Good,10000.0,10.666666666666666,17.333333333333332,2500.0,3.0,Multinational Banks,34.0,26-35,Other,8a858f265c1c393e015c1e2abc1146aa
301963147.0,0-4,10000.0,Other,1500.0,10000,menos de 3000,Good,10000.0,4.0,14.0,1500.0,1.0,GT Bank,40.0,36-40,Other,8a858e395cb1d4d9015cc0480a8943bd
302000562.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,13.5,28.5,3000.0,2.0,Multinational Banks,37.0,36-40,Lagos,8a858e345bd96da8015be7a730560324
301974676.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,12.0,13.0,1500.0,1.0,GT Bank,48.0,41-61,Lagos,8a858f445cef446f015cf26e763c3504
301966558.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,13.0,31.5,3000.0,2.0,Multinational Banks,30.0,26-35,Lagos,8a858f655baa9ae1015baf6547472776
301987400.0,0-4,10000.0,30,3000.0,10000,3000,Bad,10000.0,8.0,31.0,3000.0,2.0,GT Bank,36.0,36-40,Other,8a858f985bee01cb015bf16ec19f5383
302000494.0,+4,20000.0,30,3000.0,mas de 10000,3000,Good,11500.0,8.7,26.5,2960.0,10.0,Multinational Banks,28.0,26-35,Lagos,8a858e5856b7840c0156c26bdcbc4567
301985603.0,+4,15000.0,30,3375.0,mas de 10000,mas de 3000,Bad,11875.0,12.5,29.25,3146.875,8.0,GT Bank,32.0,26-35,Other,8a858f68587f3da1015880ef5d8805b4
301964284.0,0-4,10000.0,30,3000.0,10000,3000,Bad,10000.0,8.5,33.5,3000.0,3.0,Multinational Banks,30.0,26-35,Lagos,8a858ecc5a60be73015a60c1abbe0296
302000922.0,+4,20000.0,30,4500.0,mas de 10000,mas de 3000,Good,14000.0,13.6,16.6,2700.0,5.0,GT Bank,41.0,41-61,Lagos,8a858ed75bc9016e015bcd6b0f6b5069
301998698.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,15.0,24.0,3000.0,2.0,GT Bank,33.0,26-35,Other,8a858f2e5876d7d001588219d5a57ae9
302003561.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,1.0,10.0,3000.0,1.0,GT Bank,30.0,26-35,Lagos,8a858e905d41e83b015d443e540c5211
301989034.0,0-4,10000.0,Other,1500.0,10000,menos de 3000,Good,10000.0,0.0,23.0,3000.0,1.0,GT Bank,30.0,26-35,Other,8a858eba5c884d2a015c8c4c58c5088a
301993514.0,0-4,10000.0,Other,1500.0,10000,menos de 3000,Good,10000.0,18.0,14.0,3000.0,1.0,GT Bank,40.0,36-40,Other,8a858f1955b1c4df0155d4ad1adb462c
301970804.0,0-4,10000.0,30,3000.0,10000,3000,Bad,10000.0,10.0,53.0,3000.0,1.0,Multinational Banks,30.0,26-35,Other,8a858f965bb63a25015bbc7b99e70180
301967647.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,9.0,24.0,3000.0,1.0,GT Bank,57.0,41-61,Other,8a858f185c884965015c884afd9000c9
301994428.0,+4,30000.0,30,4500.0,mas de 10000,mas de 3000,Good,20000.0,14.11111111111111,22.11111111111111,3000.0,9.0,Multinational Banks,35.0,26-35,Other,8a858e1158dc4d830158f7bde4f47ea7
301970437.0,0-4,20000.0,Other,1750.0,mas de 10000,menos de 3000,Bad,10000.0,18.0,16.0,1500.0,2.0,GT Bank,37.0,36-40,Other,8a858f7e5c69a6e3015c7abe2c1b37d3
301960038.0,0-4,10000.0,30,3000.0,10000,3000,Bad,10000.0,21.0,22.0,3000.0,2.0,GT Bank,31.0,26-35,Lagos,8a858e325b3e903a015b3eb4ce4b2882
301960506.0,+4,20000.0,30,4500.0,mas de 10000,mas de 3000,Bad,12222.222222222224,14.11111111111111,36.888888888888886,3255.555555555556,9.0,Multinational Banks,41.0,41-61,Lagos,8a858e7855113fb70155136433e942c9
301974235.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,10.5,28.5,3000.0,2.0,GT Bank,36.0,36-40,Other,8a858e3c585373380158541ec9ea2d9c
302002481.0,0-4,10000.0,30,3000.0,10000,3000,Good,10000.0,4.5,17.5,2250.0,2.0,Multinational Banks,39.0,36-40,Other,8a858ee35b43ae27015b43b3f6d0059b
301996162.0,0-4,20000.0,30,4500.0,mas de 10000,mas de 3000,Bad,10000.0,13.666666666666666,30.0,3000.0,3.0,Multinational Banks,47.0,41-61,Other,8a858f3e589c406101589ef73f273508
301974130.0,+4,40000.0,30,4000.0,mas de 10000,mas de 3000,Good,23636.36363636364,14.181818181818182,17.09090909090909,3027.2727272727275,11.0,GT Bank,38.0,36-40,Other,8a858ec7577545eb0157758e344615b5
