customerid,bank_name_clients,age,state,age_interval
8a858e5f5a4d0511015a52e503b52f20,Multinational Banks,49,Lagos,41-61
8a858e6a5cc6b1aa015cca236b471ea6,GT Bank,41,Lagos,41-61
8a858e775c362114015c3b3afefd3f2d,GT Bank,39,Other,36-40
8a858f2e5c699f3a015c71ddba334a77,Multinational Banks,34,Other,26-35
8a858e3957d7ca4e0157dc950b836316,Multinational Banks,39,Lagos,36-40
8a858e055ac84a51015ac944e21e6883,Multinational Banks,40,Lagos,36-40
8a858fa95c695f85015c73059207124e,GT Bank,38,Other,36-40
8a858e045b495c30015b49b40d522144,GT Bank,27,Lagos,26-35
8a858e6c5c88d145015c9b807b4d20d6,GT Bank,30,Other,26-35
8a858ea555d9e6020155f237d9231a38,Multinational Banks,37,Lagos,36-40
8a858e0156b782a10156c6ed04d7049c,Multinational Banks,42,Other,41-61
8a858fce5bab3591015baf92d0026db8,Multinational Banks,30,Other,26-35
8a8589af547ff51b01548585b4fd5a8a,GT Bank,37,Other,36-40
8a858f365b2547f3015b284597147c94,Multinational Banks,33,Other,26-35
8a858e6f5cd5e874015cd9f8c7280bf8,GT Bank,41,Lagos,41-61
8a858f775b3ea497015b3ed88dba478e,GT Bank,41,Other,41-61
8a858f7d5ab3ca4b015ab769621b5811,Multinational Banks,40,Other,36-40
8a858e3c585373380158693fa8522fdd,Multinational Banks,47,Lagos,41-61
8a858fe954ccb8d90154d46ece7f4034,GT Bank,37,Other,36-40
8a858f7e5c69a6e3015c7511442d2420,Multinational Banks,37,Lagos,36-40
8a858f8f5bfd3cfa015c0c27b9167289,Multinational Banks,44,Lagos,41-61
8a858f1e5aec5791015aecab567a2a87,Multinational Banks,39,Other,36-40
8a858f6e5cb16eb9015cb7b42010582a,GT Bank,39,Lagos,36-40
8a858f475c11bc72015c1241c5e8477f,Multinational Banks,37,Other,36-40
8a858f305c8dd672015c96fb28632be3,GT Bank,44,Lagos,41-61
8a858eb45876dcc5015881a631eb3e07,Multinational Banks,34,Lagos,26-35
8a858f615b910db3015b9f5182bb5df7,GT Bank,38,Other,36-40
8a858f0455d9feaf0155e4f43181412f,Multinational Banks,36,Lagos,36-40
8a858ece5862630201586ef7d4c74e4d,Multinational Banks,33,Other,26-35
8a858fd458639fcc0158691747bc4ecb,Multinational Banks,34,Other,26-35
8a858f0e5a6171ba015a6a0391d80c8c,Multinational Banks,40,Other,36-40
8a858e335d1dd902015d2c236db91aa3,Multinational Banks,30,Lagos,26-35
8a858ea45b35639b015b37a9cc3b597e,GT Bank,41,Other,41-61
8a858ec65cc6352b015cc9e42b441adf,GT Bank,27,Other,26-35
8a858ff35acdd593015ad12db5593535,GT Bank,34,Lagos,26-35
8a858e3654e2a8240154e379593e4df2,Multinational Banks,42,Other,41-61
8a85890453a912500153aa6fe6be3c5d,GT Bank,42,Lagos,41-61
8a858ec7577545eb0157758e344615b5,GT Bank,38,Other,36-40
8a858fee58d73f5f0158e2d82f3412d0,GT Bank,39,Other,36-40
8a858f265c2187bd015c2299b08b2a9c,GT Bank,37,Other,36-40
8a858ea75b1fd476015b214391781ed7,Multinational Banks,37,Lagos,36-40
8a858f5154ccbef70154ce770e987173,Multinational Banks,41,Lagos,41-61
8a858e935b496584015b5791626f24f8,Multinational Banks,33,Other,26-35
8a858e7d5b8b0b92015b8b1efc3b15ee,GT Bank,44,Lagos,41-61
8a858f7558070a84015807cc7e7e3c61,Multinational Banks,30,Lagos,26-35
8a858e1556321b940156548b9ca970a6,Multinational Banks,34,Other,26-35
8a858eda5c8863ff015c96c523266b34,GT Bank,51,Other,41-61
8a858f855bf2f1ad015bf37cd23049a3,GT Bank,43,Lagos,41-61
8a858f375b493337015b572be9d01961,Multinational Banks,32,Lagos,26-35
8a858ea55ab92cff015abeac4bdb7255,Multinational Banks,43,Lagos,41-61
8a858fc75b90e6b5015b9acbaac827a2,Multinational Banks,38,Other,36-40
8a858e0156b782a10156d151957b56cc,GT Bank,33,Other,26-35
8a858e9b560bbd6301561cd3a9a876c1,Multinational Banks,29,Lagos,26-35
8a858e6f5668e01701567fb07dcc076c,GT Bank,35,Other,26-35
8a858fa257d8223c0157e6678b8a1e8b,Multinational Banks,47,Other,41-61
8a858e63599799e901599dce58322a64,Multinational Banks,43,Other,41-61
8a858f8659db725c0159dcf1d4bd6f04,Multinational Banks,38,Lagos,36-40
8a858e5b5ca767e1015ca8a7c45543d6,Multinational Banks,47,Lagos,41-61
8a858fb65b2020b2015b20ab33ab53f8,Multinational Banks,33,Lagos,26-35
8a858e3d570f30bb0157146c32c418b7,GT Bank,28,Other,26-35
8a858fc45c21da6f015c24e1eefc34ac,Multinational Banks,46,Lagos,41-61
8a858ec6560bc09801561eed02e71124,GT Bank,34,Lagos,26-35
8a858ee65be8d42d015bea072bee5936,Multinational Banks,35,Lagos,26-35
8a858eb75c21a2b9015c2c44b7c361da,Multinational Banks,27,Lagos,26-35
8a858ea35d0e2226015d0e4cd68f1947,GT Bank,41,Other,41-61
8a858f6d59d116420159d25fddf45982,GT Bank,42,Lagos,41-61
8a8588dc536a14130153790b5b5d7cda,GT Bank,40,Lagos,36-40
8a858ffd5c8d343d015c9c30ed1b77f5,Multinational Banks,38,Lagos,36-40
8a858f505b8ac45a015b8ac545bc0181,Multinational Banks,47,Other,41-61
8a858f9d5668e3f101566f169e355a6b,Multinational Banks,28,Lagos,26-35
8a858f1358b9f0740158d3834f5e7450,Multinational Banks,35,Lagos,26-35
8a858e985885ff6d0158a07e0740204d,GT Bank,40,Lagos,36-40
8a858e7d5d328208015d3409dd464483,GT Bank,37,Other,36-40
8a858f6e5cb16eb9015cbf6316b4273f,Multinational Banks,33,Lagos,26-35
8a858e94580afa7901581f3d9ca72ad9,GT Bank,40,Other,36-40
8a858f93572e873c015746f79dc61024,GT Bank,44,Other,41-61
8a858f735922163501592b85494d1ab0,GT Bank,35,Other,26-35
8a858f9f5679951a01568d9941453c97,GT Bank,38,Lagos,36-40
8a858f075b58beb8015b58cc08160e4e,GT Bank,32,Other,26-35
8a858f8a5a424041015a43ca4912104e,GT Bank,30,Lagos,26-35
8a858fe45cd62cbf015ce8f815230bc2,GT Bank,50,Other,41-61
8a85882653bc51f50153cb3de65e73d0,Multinational Banks,40,Other,36-40
8a1088a0484472eb01484669e3ce4e0b,GT Bank,33,Lagos,26-35
8a858e35590808300159237c9c5446e3,GT Bank,30,Lagos,26-35
8a858e8e5ca1f1a8015ca2d44044627e,Multinational Banks,34,Other,26-35
8a858fa85bf7d621015bf7d690b9006e,Multinational Banks,32,Other,26-35
8a858ff15b8b0352015b8b110e0013a0,GT Bank,38,Lagos,36-40
8a858ffa5ad810ff015ad82004960681,GT Bank,44,Other,41-61
8a858fa3586d20e001586d3a40c3099b,Multinational Banks,35,Lagos,26-35
8a858ed45c454c11015c4c55a35d4ce0,GT Bank,29,Other,26-35
8a85880353acff880153b4d53d6b45db,GT Bank,31,Other,26-35
8a858900536a043401537e702ff74eac,GT Bank,49,Other,41-61
8a858f7b5ca7abe3015cab60bf2e71fb,GT Bank,34,Lagos,26-35
8a858fe65675195a015679452588279c,Multinational Banks,40,Other,36-40
8a8589b953bc23f70153c12434a351b9,Multinational Banks,40,Other,36-40
8a858fd35bed00ef015bed49a2552f67,GT Bank,44,Other,41-61
8a858f905c17123d015c177eb04038e4,Multinational Banks,33,Other,26-35
8a858e245c214660015c2ad957886351,Multinational Banks,36,Other,36-40
8a858fe65675195a015679452588279c,Multinational Banks,40,Other,36-40
8a858ec55ca7919d015ca821f41f2ce1,Multinational Banks,31,Lagos,26-35
8a858fa15c8ceaaa015c8d79c65f4f86,GT Bank,45,Other,41-61
8a858fde56eb02280156ff40116b2641,GT Bank,34,Other,26-35
8a858fff5a28d297015a32c55dee456d,GT Bank,39,Other,36-40
8a858fed5a28bf0e015a2f0aa63f38d9,Multinational Banks,29,Lagos,26-35
8a858f54589736f40158a1b8a006728a,Multinational Banks,55,Other,41-61
8a858eac5c451942015c5546798300e4,GT Bank,43,Lagos,41-61
8a858f0a56d3ed1f0156d5959f9e31fd,Multinational Banks,40,Lagos,36-40
8a858fcf5b39c3ba015b3b269d573d36,Multinational Banks,40,Lagos,36-40
8a858eba5c884d2a015c95e9451335f7,Multinational Banks,40,Lagos,36-40
8a858e875cfa37f5015cfd05416040d7,GT Bank,38,Other,36-40
8a8588dc5384a05f015393fe59506c77,Multinational Banks,32,Other,26-35
8a2a81a74ce8c05d014cfb32a0da1049,Multinational Banks,50,Lagos,41-61
8a1a32fc49b632520149c3b8fdf85139,GT Bank,43,Lagos,41-61
8a858e035693e02901569504a7cd4a8f,Multinational Banks,58,Other,41-61
8a858e0156b782a10156d773847c2452,Multinational Banks,34,Other,26-35
8a858e255557edfe015573d6e4223dc8,Multinational Banks,47,Lagos,41-61
8a858e095aae82b7015aaf6ce0c80432,GT Bank,35,Other,26-35
8a858ec75bfd77c4015c00bdf0a967b1,Multinational Banks,36,Lagos,36-40
8a858e6f5cd5e874015cdf871bb30530,Multinational Banks,36,Other,36-40
8a858f6e5cb16eb9015cc459b4c20f43,Multinational Banks,37,Other,36-40
8a858f9f5679951a01568a490dce6d89,Multinational Banks,48,Other,41-61
8a858fa158f8ee8f0158fe8c5a574064,Multinational Banks,34,Other,26-35
8a858fbd5cd6054a015ce40a0d000a54,GT Bank,37,Lagos,36-40
8a858eb75c21a2b9015c2a3cd3363330,Multinational Banks,41,Lagos,41-61
8a858ee758a4dfbc0158a5b0d9db0be8,Multinational Banks,28,Other,26-35
8a858f2756cec0a30156e2d4cea415a3,Multinational Banks,34,Lagos,26-35
8a858ee0560bc077015613b7551c61f6,Multinational Banks,40,Lagos,36-40
8a858fe55693989201569a64b99b11a1,Multinational Banks,41,Lagos,41-61
8a858e5d57518f460157579f21843441,GT Bank,39,Other,36-40
8a858ea35b1f6798015b1fba337d412a,GT Bank,60,Lagos,41-61
8a85880353acff880153b92f8599568b,Multinational Banks,45,Other,41-61
8a858f185d1daff6015d1df2460e159a,GT Bank,44,Other,41-61
8a858f335c8d9723015c8da0ed2b04bf,GT Bank,36,Other,36-40
8a85896653f0fed2015409612ce006b1,GT Bank,36,Lagos,36-40
8a858fa154e2912f0154e772203a2dea,Multinational Banks,29,Lagos,26-35
8a858ffc5aa39049015aa41ffcef5d1c,Multinational Banks,37,Lagos,36-40
8a858e645654fdc4015655c79af04df0,Multinational Banks,37,Other,36-40
8a858f785ad67c4d015ad6c1b9f4339e,Multinational Banks,36,Other,36-40
8a858ed45c454c11015c4e4b4559656a,GT Bank,37,Other,36-40
8a858e5f59d133690159d21dcd085768,Multinational Banks,32,Other,26-35
8a858ec559dbb41a0159df903f87302e,Multinational Banks,36,Other,36-40
8a858fe8555f401f0155736da4b20e0a,GT Bank,33,Lagos,26-35
8a858f9a56435559015648a1594a0008,GT Bank,27,Other,26-35
8a858e145bf81459015bfc2992285a80,Multinational Banks,34,Lagos,26-35
8a858e415c20f3f8015c2107ff010c56,Multinational Banks,29,Other,26-35
8a858ea35c7ce42e015c7d14e11519d1,Multinational Banks,32,Other,26-35
8a85897353d85af80153d8a56c3401b8,GT Bank,37,Other,36-40
8a858f3d5add42e2015ae1a08bd806dc,GT Bank,32,Lagos,26-35
8a858e6a5bfd4b54015c0dc45b31270b,Multinational Banks,43,Lagos,41-61
8a858e615c832be8015c83f6af853b59,Multinational Banks,41,Lagos,41-61
8a858e875c63d395015c72552f637255,Multinational Banks,37,Lagos,36-40
8a858e9156e137c60156ff22fcad444c,Multinational Banks,36,Lagos,36-40
8a858eac5c451942015c53be63956f40,GT Bank,31,Other,26-35
8a858e135cb22031015cbf92f3be3c16,GT Bank,38,Lagos,36-40
8a858f7c5be8dc45015be8eaadb90c0e,Multinational Banks,31,Lagos,26-35
8a858e345bece94d015becf4b91c0882,GT Bank,35,Other,26-35
8a85896653f0fed20154047ec0720b35,GT Bank,43,Other,41-61
8a858e6a5bfd4b54015bfe4453635a92,Multinational Banks,33,Other,26-35
8a858ffb5b350b52015b355b3ea542d3,Multinational Banks,30,Other,26-35
8a858f6f5b3f095b015b3fb8a8e7099f,GT Bank,31,Lagos,26-35
8a8589b953bc23f70153c7b5e85f25bd,GT Bank,37,Other,36-40
8a858f8e59d0b8930159d10900473713,Multinational Banks,42,Other,41-61
8a858f265c2187bd015c2686b0ad1782,Multinational Banks,42,Other,41-61
8a858e235bd971a4015bd9797df9031a,Multinational Banks,35,Other,26-35
8a858e255557edfe015558db096544c4,GT Bank,34,Other,26-35
8a858e2b598cba8201598e0475ff4489,Multinational Banks,44,Lagos,41-61
8a858f30551130db01551d15af161287,Multinational Banks,37,Lagos,36-40
8a858fda56562f8f0156646c526f10f3,Multinational Banks,47,Other,41-61
8a858f97594ab63d0159654a74ff2b9c,Multinational Banks,42,Lagos,41-61
8a858f0455d9feaf0155f787fdf02e2c,Multinational Banks,38,Lagos,36-40
8a858ffd5c8d343d015c978f755b7fbe,GT Bank,36,Lagos,36-40
8a858e245c214660015c270224c83207,GT Bank,37,Other,36-40
8a858fc45c21da6f015c2792e305241e,GT Bank,34,Lagos,26-35
8a858eea5a232d51015a2452529c1455,GT Bank,35,Lagos,26-35
8a858f375b493337015b4c804080216e,GT Bank,32,Lagos,26-35
8a858e69566ae5b801567378795b7add,GT Bank,46,Lagos,41-61
8a858e625c8d993a015c95e7ced318df,Multinational Banks,34,Other,26-35
8a858e6656322b0f01564d0f26735252,Multinational Banks,40,Lagos,36-40
8a858e5f5af1e7e7015af206af7b09d8,GT Bank,43,Other,41-61
8a858e495cef1ef1015cef8066103757,GT Bank,53,Lagos,41-61
8a858e285c7c7fc9015c7ce104e64a2e,GT Bank,42,Other,41-61
8a85898a53bc15600153bed1da1525cf,Multinational Banks,32,Lagos,26-35
8a858e7855113fb7015522e6b858084b,Multinational Banks,40,Lagos,36-40
8a858ee55cb156e6015cb66be8d56d5f,Multinational Banks,39,Lagos,36-40
8a858faf5679a838015680f89d553201,GT Bank,36,Other,36-40
8a858f565c3acb9d015c3e42eebe16fd,Multinational Banks,34,Lagos,26-35
8a858f475b8bd761015b8c03cb5920cf,Multinational Banks,29,Lagos,26-35
8a85882653e2eb990153e7b4c52d2815,GT Bank,38,Other,36-40
8a858f61560bc0e501561ce4bc1a17ee,Multinational Banks,38,Other,36-40
8a858f565c3acb9d015c3b9369bb571a,Multinational Banks,31,Other,26-35
8a858e955631db4401564177c5290d69,GT Bank,33,Lagos,26-35
8a858e2155defefd0155df91c4f63ade,GT Bank,47,Lagos,41-61
8a8589d754a05c0a0154a48518666580,Multinational Banks,41,Lagos,41-61
8a858f6b570f2de901572863d8bd0a9c,GT Bank,37,Other,36-40
8a858f5c5bfc7082015bfcd94a2848c3,GT Bank,33,Other,26-35
8a858edb5bd936e4015bddece62633a1,Multinational Banks,33,Lagos,26-35
8a858fba5cd5feee015ce3c294891874,Multinational Banks,47,Other,41-61
8a858e2d597cf6250159830fb43c57ac,Multinational Banks,41,Lagos,41-61
8a858f8f5bcde0f4015bcde1dbd7002f,GT Bank,31,Lagos,26-35
8a858e6f5cd5e874015ce590db62623e,Multinational Banks,30,Other,26-35
8a858fc25baeeeff015baf446e843009,GT Bank,41,Other,41-61
8a858f03582604ff0158260fcc730548,Multinational Banks,37,Lagos,36-40
8a858fb95bd896cc015bd8a3d0c907df,Multinational Banks,38,Lagos,36-40
8a858fb15b34a708015b350c4a1a58d2,Multinational Banks,36,Other,36-40
8a858e395cb1d4d9015cc4deb919484a,Multinational Banks,38,Lagos,36-40
8a858ef255c55fd60155d8d5a18048fb,Multinational Banks,38,Other,36-40
8a858fca5c830943015c83ea03b96004,GT Bank,31,Lagos,26-35
8a858f495a70f465015a7a2f376a4a49,Multinational Banks,32,Other,26-35
8a858ebd590802ef01590ebd882056d6,GT Bank,44,Lagos,41-61
8a858ffd5c8d343d015c9108df9833cc,Multinational Banks,30,Lagos,26-35
8a858f9e5a6b4fad015a6bc035af3d70,GT Bank,36,Lagos,36-40
8a858f4f5511dca2015527f16c630032,GT Bank,34,Lagos,26-35
8a858f6a5d1e09b3015d28d2bea41914,GT Bank,31,Other,26-35
8a858e475c1c2ea7015c1cedf8cd2eac,Multinational Banks,42,Lagos,41-61
8a858fb65b2020b2015b2387b22b70d4,GT Bank,34,Lagos,26-35
8a858e0a5668e69c015669d6d4233c13,Multinational Banks,32,Other,26-35
8a858f025c10dbcc015c113d455932a1,Multinational Banks,39,Other,36-40
8a858f7d5cf9aef9015cfee1f3b171fd,GT Bank,39,Other,36-40
8a85886e54beabf90154bf4062f42d84,GT Bank,38,Other,36-40
8a858fd3552c75620155394ed06d4f89,Multinational Banks,35,Other,26-35
8a858eff5b393484015b3935d76e0181,Multinational Banks,35,Other,26-35
8a858e605ce99f55015ceacaa29d0ba5,GT Bank,42,Other,41-61
8a858f9f5bd99987015bd9f0e7c81fd0,Multinational Banks,46,Other,41-61
8a858eea5a232d51015a24ed254c22de,Multinational Banks,53,Other,41-61
8a858fd05bfd7d3c015c00da25930330,Multinational Banks,46,Lagos,41-61
8a858e0e5b80bb4c015b81746a0f5481,Multinational Banks,38,Other,36-40
8a858ff556236fa801562d3353964355,Multinational Banks,32,Lagos,26-35
8a858f3455a0d8070155a10f5ce91063,Multinational Banks,48,Other,41-61
8a858e475c1c2ea7015c20659af8484a,Multinational Banks,45,Other,41-61
8a858e3e5b3ee747015b3f5c97746a87,Multinational Banks,38,Other,36-40
8a858fc75cd62882015ce3990b726a9b,Multinational Banks,39,Lagos,36-40
8a858fda56562f8f01565f8c6f936c46,GT Bank,30,Lagos,26-35
8a858ee45b8c041c015b8f54f49030ed,Multinational Banks,34,Other,26-35
8a85886f543912e301543dfa84bb3132,Multinational Banks,46,Lagos,41-61
8a858f79588789bd015888469c4b2ee4,GT Bank,36,Other,36-40
8a858ea555d9e6020155ef96851d0817,Multinational Banks,34,Lagos,26-35
8a858edf5800e03101580744172052fc,GT Bank,34,Lagos,26-35
8a858f495a70f465015a7562d9b20ad9,Multinational Banks,43,Lagos,41-61
8a858f475c7ea023015c81ad999a0386,Multinational Banks,41,Lagos,41-61
8a858eba5c884d2a015c91134a6222d8,Multinational Banks,33,Other,26-35
8a858fa158d4a6c00158f545e583678b,Multinational Banks,38,Other,36-40
8a858f98560bbe1101560ccaa0f8413b,GT Bank,39,Lagos,36-40
8a85896653f0fed20153f755e081662f,GT Bank,34,Lagos,26-35
8a8589b953bc23f70153c19cb08a6c49,GT Bank,33,Lagos,26-35
8a858ebc572e1e3a01572fa91eca67b7,Multinational Banks,28,Other,26-35
8a858f4e5ca72981015ca72f23a303a3,GT Bank,42,Lagos,41-61
8a858e035693e0290156b7095c00491c,Multinational Banks,48,Lagos,41-61
8a858e065ccb8bc0015ccc9d8c2532cb,Multinational Banks,38,Lagos,36-40
8a858e005ca7abe3015ca9c692843861,Multinational Banks,52,Other,41-61
8a858f3b59eed4f10159ef4562a23e9b,Multinational Banks,52,Other,41-61
8a858f0f5bfd79d2015c0160587e37cf,GT Bank,28,Lagos,26-35
8a858e2d565657b1015668e28ed86029,Multinational Banks,40,Other,36-40
8a858e4f58b9f0b40158b9f4ff09011e,Multinational Banks,36,Lagos,36-40
8a8589c1545181f3015454b4cdd9002b,Multinational Banks,43,Other,41-61
8a858e955add2971015addaaea8c1d86,GT Bank,30,Other,26-35
8a858f4d59f551120159f6865c371501,GT Bank,28,Other,26-35
8a858e7655072083015517c8fe5b2942,Multinational Banks,45,Lagos,41-61
8a858e985885ff6d015888f527e12be6,Multinational Banks,31,Other,26-35
8a858eb858b1a6d20158b9593d3f20db,Multinational Banks,40,Other,36-40
8a858fcb5ca240f7015ca5f72d8c6357,Multinational Banks,33,Lagos,26-35
8a858e5e57adcb8e0157b4dbcd455ccb,Multinational Banks,37,Other,36-40
8a858f185c884965015c88a2cf95321c,Multinational Banks,39,Other,36-40
8a858fc75cd62882015cdaf2f4311b3f,GT Bank,47,Other,41-61
8a858f635a8a972f015a8b9cb9d14bd5,GT Bank,37,Other,36-40
8a858e185b4923b4015b50807fef1ab5,GT Bank,37,Other,36-40
8a8589845369f34301537c2ccbeb6972,Multinational Banks,49,Lagos,41-61
8a858e0a5a85cfaa015a89b1af345719,Multinational Banks,36,Lagos,36-40
8a858e785c8d9167015c9d882f8c173e,GT Bank,35,Lagos,26-35
8a858eef55548905015572bde55a59e3,Multinational Banks,28,Other,26-35
8a858fd05c7d6f76015c7d9f35f82450,GT Bank,52,Lagos,41-61
8a858ee55cb156e6015cc1111a7b6f79,GT Bank,37,Lagos,36-40
8a858e9b5a195041015a1a602a51519d,GT Bank,39,Other,36-40
8a858ff85bd93919015be24c4f851772,Multinational Banks,31,Lagos,26-35
8a858fec5ceec886015ceee4a2ab15ac,Multinational Banks,35,Other,26-35
8a858f085bcf44be015bd2e931310a74,Multinational Banks,46,Lagos,41-61
8a8589f853f100fb0153f85f57326137,GT Bank,42,Other,41-61
8a858f61560bc0e5015612044d501fe2,GT Bank,38,Other,36-40
8a858e135c7e2eec015c81e0d3d1325d,Multinational Banks,42,Lagos,41-61
8a858ece5b0142e3015b067c026713e3,Multinational Banks,39,Lagos,36-40
8a858f865d0e2874015d0e5d4aeb2c32,Multinational Banks,29,Lagos,26-35
8a858ff25b8b1ddb015b8b2f92ff0c68,Multinational Banks,33,Other,26-35
8a858f905c06a9c0015c06f14e5506fb,Multinational Banks,36,Other,36-40
8a858ed158f3044d0158fca3eea0698e,GT Bank,33,Lagos,26-35
8a858f915a3bd604015a3c5c4c124545,GT Bank,35,Other,26-35
8a858fd458639fcc015868eb14b542ad,GT Bank,34,Lagos,26-35
8a858f99560bbe4501561ee41ef71de5,Multinational Banks,43,Other,41-61
8a858f4a584475fb015848bc78d532a6,Multinational Banks,53,Lagos,41-61
8a8588235384a58d01539f23b1071fd9,Multinational Banks,36,Other,36-40
8a858e6a5bfd4b54015c01d5bc6855c7,Multinational Banks,44,Other,41-61
8a858f495c5973ce015c59c5f099417c,Multinational Banks,39,Lagos,36-40
8a858f0056b7cf8e0156d5f3c4f26f03,GT Bank,38,Lagos,36-40
8a858ed759ffb4d1015a02d41aa95acf,GT Bank,37,Lagos,36-40
8a858f385b34d285015b368d23720716,Multinational Banks,33,Other,26-35
8a858f965c6950da015c69c571b93c16,Multinational Banks,44,Other,41-61
8a858e0b5cf4883c015cf7f015511f70,Multinational Banks,43,Lagos,41-61
8a858edb5bd936e4015be280d1ce22c4,GT Bank,29,Lagos,26-35
8a858efe5bf7bae7015bf7fe86072852,GT Bank,35,Lagos,26-35
8a858fa95c695f85015c6dde5682348a,Multinational Banks,35,Lagos,26-35
8a8589045384bd830153a26a18566fcd,Multinational Banks,42,Other,41-61
8a858fd05bfd7d3c015bfdfa3fee2e3a,Multinational Banks,35,Other,26-35
8a858e115af6c526015af8adf8fa3495,GT Bank,40,Lagos,36-40
8a858f1554e294490154fce5bc2f6140,Multinational Banks,44,Lagos,41-61
8a858e9d59f013710159f3efc4683cec,Multinational Banks,41,Other,41-61
8a858fd85b685607015b6dfb15ef56c2,Multinational Banks,37,Other,36-40
8a858f5e5cb23c77015cb94d2a40409c,Multinational Banks,35,Lagos,26-35
8a858e105bd92644015bdc54519566e5,Multinational Banks,37,Lagos,36-40
8a858e645591c24b01559aebf3576da3,GT Bank,44,Lagos,41-61
8a858fd458639fcc0158680d96df6d18,GT Bank,36,Lagos,36-40
8a858f235b8bf5bc015b8bf94dbc0278,GT Bank,38,Lagos,36-40
8a8588dd54be35520154bf9790ea4a55,Multinational Banks,42,Other,41-61
8a858e175b343fe2015b34860bbf44da,Multinational Banks,33,Lagos,26-35
8a858e6d5b252065015b305a3ef77693,Multinational Banks,41,Lagos,41-61
8a858f7c5be8dc45015be964ef6f5833,Multinational Banks,35,Other,26-35
8a858f475c7ea023015c7ed3b27b0ccf,GT Bank,48,Lagos,41-61
8a858f5f5b39bb0c015b3b298dd1358b,GT Bank,40,Lagos,36-40
8a8589045384bd8301539aa56b0d7404,GT Bank,37,Lagos,36-40
8a858fa158f8ee8f0158ffc2f0644e78,Multinational Banks,29,Lagos,26-35
8a858e445cd56553015ce203566b4ea7,GT Bank,35,Other,26-35
8a858fbf5b3a0b46015b3b145cf86aba,Multinational Banks,30,Lagos,26-35
8a858e945bfdb9e7015c0b334ac868eb,GT Bank,45,Lagos,41-61
8a858fb4563228d2015646984d1d3f50,Multinational Banks,28,Lagos,26-35
8a858f2a5b3f2121015b4225e2455889,Multinational Banks,29,Lagos,26-35
8a858e5357d823010157d932443d28a3,Multinational Banks,43,Lagos,41-61
8a858e625c8d993a015c977c99e84aa5,Multinational Banks,33,Other,26-35
8a858e0156b782a10156c72b56162057,Multinational Banks,40,Lagos,36-40
8a858e2959d14bd70159d4bc25587344,GT Bank,32,Other,26-35
8a858f615591c2cc0155932f442a68d0,GT Bank,47,Lagos,41-61
8a858f6c5a37e2a3015a3914d98f0578,Multinational Banks,43,Other,41-61
8a858ed457e2e6960157e8097165236e,Multinational Banks,27,Other,26-35
8a858f1554e294490154e74dde675366,GT Bank,35,Other,26-35
8a858fd95c878bfe015c87b75e8f1fc3,GT Bank,30,Other,26-35
8a858fa55cc5dbbc015cc62025142ae4,Multinational Banks,32,Lagos,26-35
8a858e585693982b0156b439a16e0a8d,GT Bank,37,Lagos,36-40
8a858e045b495c30015b4f8417aa61c4,GT Bank,40,Other,36-40
8a858f9c56aaf37d0156b4a832543398,Multinational Banks,48,Other,41-61
8a858e935b57cc6a015b57df293c092c,GT Bank,42,Lagos,41-61
8a858ecc596e3666015977c3100a7b84,Multinational Banks,41,Other,41-61
8a858f415ba54724015ba8f78f4944a1,GT Bank,32,Other,26-35
8a858e6059e0a7080159e4a861cc71eb,Multinational Banks,42,Lagos,41-61
8a858f685acd5951015acd609d0803c4,GT Bank,42,Other,41-61
8a858e8f5d41c974015d4b7f31865627,Multinational Banks,29,Lagos,26-35
8a858f375cef1cbc015cf34fec6427ad,Multinational Banks,48,Other,41-61
8a858f585cf9d48b015cfd80919c18ed,Multinational Banks,43,Lagos,41-61
8a85893d53e2e2f30153e9fb36255f0c,Multinational Banks,42,Lagos,41-61
8a858e0b5d1d8104015d1dcb82a0210c,GT Bank,49,Lagos,41-61
8a858ed25bf83782015bfba0a4330c86,Multinational Banks,44,Lagos,41-61
8a858edb5bd936e4015bdf8a95d7656a,Multinational Banks,41,Lagos,41-61
8a858fa45bd95e9a015be26937475887,GT Bank,33,Lagos,26-35
8a858f8d56e0c3a70156e519862924ae,Multinational Banks,29,Other,26-35
8a85886f54517ee0015462760ec345fc,GT Bank,54,Lagos,41-61
8a858eb95b8c2f6e015b8d4b02c83e7e,Multinational Banks,40,Other,36-40
8a8589b953d0be470153d1069c3f14cd,GT Bank,38,Lagos,36-40
8a858fd95c878bfe015c87c21233283a,Multinational Banks,42,Other,41-61
8a858e675c3fe0a1015c55131ebd5fa6,Multinational Banks,29,Lagos,26-35
8a858eda552adcc201553deed53a2493,Multinational Banks,36,Other,36-40
8a858f0456511c9401565a9725555220,GT Bank,32,Lagos,26-35
8a858ec35a428dcc015a4667481262fe,GT Bank,40,Lagos,36-40
8a858fea5b391cd7015b3933a65d2017,Multinational Banks,35,Lagos,26-35
8a858fe95c88ee44015c88f55a2301aa,Multinational Banks,43,Lagos,41-61
8a858e2d597cf6250159829e6e483c19,Multinational Banks,39,Lagos,36-40
8a858e6f5cd5e874015ce14cb92b3f01,GT Bank,40,Other,36-40
8a858e965b5e1b91015b5e9e40562c58,Multinational Banks,34,Other,26-35
8a858fbd5cd6054a015cd6adb37a2735,GT Bank,40,Lagos,36-40
8a858ec159932ece015996106bdc6ad9,Multinational Banks,40,Other,36-40
8a858fee58f7c77e0159039ce4725e6f,Multinational Banks,43,Other,41-61
