customerid,bank_account_type,bank_name_clients,employment_status_clients,age,state
8a858ff15b8b0352015b8b110e0013a0,Savings,GT Bank,Permanent,36-40,Lagos
8a858ffa5ad810ff015ad82004960681,Savings,GT Bank,Permanent,41-61,Other
8a858fa3586d20e001586d3a40c3099b,Savings,Multinational Banks,Permanent,26-35,Lagos
8a858ed45c454c11015c4c55a35d4ce0,Savings,GT Bank,Permanent,26-35,Other
8a85880353acff880153b4d53d6b45db,Other,GT Bank,Other,26-35,Other
8a858900536a043401537e702ff74eac,Other,GT Bank,Other,41-61,Other
8a858f5659bc0eea0159c07fa77e22e6,Savings,National Banks,Permanent,36-40,Other
8a858f7b5ca7abe3015cab60bf2e71fb,Savings,GT Bank,Permanent,26-35,Lagos
8a858fe65675195a015679452588279c,Savings,Multinational Banks,Permanent,36-40,Other
8a8589b953bc23f70153c12434a351b9,Savings,Multinational Banks,Other,36-40,Other
8a858fd35bed00ef015bed49a2552f67,Savings,GT Bank,Permanent,41-61,Other
8a858f905c17123d015c177eb04038e4,Savings,Multinational Banks,,26-35,Other
8a858e245c214660015c2ad957886351,Savings,Multinational Banks,Permanent,36-40,Other
8a858fe65675195a015679452588279c,Savings,Multinational Banks,Permanent,36-40,Other
8a858ec55ca7919d015ca821f41f2ce1,Savings,Multinational Banks,Permanent,26-35,Lagos
8a858fa15c8ceaaa015c8d79c65f4f86,Savings,GT Bank,Permanent,41-61,Other
8a858fde56eb02280156ff40116b2641,Other,GT Bank,Permanent,26-35,Other
8a858fff5a28d297015a32c55dee456d,Savings,GT Bank,Permanent,36-40,Other
8a858fed5a28bf0e015a2f0aa63f38d9,Savings,Multinational Banks,Permanent,26-35,Lagos
8a858f54589736f40158a1b8a006728a,Savings,Multinational Banks,Other,41-61,Other
8a858eac5c451942015c5546798300e4,Savings,GT Bank,Permanent,41-61,Lagos
8a858f0a56d3ed1f0156d5959f9e31fd,Other,Multinational Banks,Other,36-40,Lagos
8a858fcf5b39c3ba015b3b269d573d36,Savings,Multinational Banks,,36-40,Lagos
8a858eba5c884d2a015c95e9451335f7,Savings,Multinational Banks,Permanent,36-40,Lagos
8a858e875cfa37f5015cfd05416040d7,Savings,GT Bank,Permanent,36-40,Other
8a8588dc5384a05f015393fe59506c77,Savings,Multinational Banks,Permanent,26-35,Other
8a2a81a74ce8c05d014cfb32a0da1049,Other,Multinational Banks,Permanent,41-61,Lagos
8a1a32fc49b632520149c3b8fdf85139,Savings,GT Bank,Permanent,41-61,Lagos
8a858e035693e02901569504a7cd4a8f,Other,Multinational Banks,Other,41-61,Other
8a858e0156b782a10156d773847c2452,Other,Multinational Banks,Other,26-35,Other
8a858e255557edfe015573d6e4223dc8,Savings,Multinational Banks,Permanent,41-61,Lagos
8a858e095aae82b7015aaf6ce0c80432,Savings,GT Bank,,26-35,Other
8a858ec75bfd77c4015c00bdf0a967b1,Savings,Multinational Banks,Permanent,36-40,Lagos
8a858e6f5cd5e874015cdf871bb30530,Savings,Multinational Banks,Permanent,36-40,Other
8a858f6e5cb16eb9015cc459b4c20f43,Savings,Multinational Banks,,36-40,Other
8a858f9f5679951a01568a490dce6d89,Other,Multinational Banks,Other,41-61,Other
8a858fa158f8ee8f0158fe8c5a574064,Savings,Multinational Banks,,26-35,Other
8a858fbd5cd6054a015ce40a0d000a54,Savings,GT Bank,Permanent,36-40,Lagos
8a858eb75c21a2b9015c2a3cd3363330,Savings,Multinational Banks,Permanent,41-61,Lagos
8a858ee758a4dfbc0158a5b0d9db0be8,Savings,Multinational Banks,Other,26-35,Other
8a858f2756cec0a30156e2d4cea415a3,Other,Multinational Banks,Permanent,26-35,Lagos
8a858ee0560bc077015613b7551c61f6,Savings,Multinational Banks,Permanent,36-40,Lagos
8a858fe55693989201569a64b99b11a1,Other,Multinational Banks,Permanent,41-61,Lagos
8a858e5d57518f460157579f21843441,Savings,GT Bank,Other,36-40,Other
8a858ea35b1f6798015b1fba337d412a,Savings,GT Bank,,41-61,Lagos
8a85880353acff880153b92f8599568b,Other,Multinational Banks,Other,41-61,Other
8a858f185d1daff6015d1df2460e159a,Savings,GT Bank,,41-61,Other
8a858f335c8d9723015c8da0ed2b04bf,Savings,GT Bank,Permanent,36-40,Other
8a85896653f0fed2015409612ce006b1,Other,GT Bank,Other,36-40,Lagos
8a858fa154e2912f0154e772203a2dea,Savings,Multinational Banks,Other,26-35,Lagos
8a858ffc5aa39049015aa41ffcef5d1c,Savings,Multinational Banks,Permanent,36-40,Lagos
8a858e645654fdc4015655c79af04df0,Other,Multinational Banks,Other,36-40,Other
8a858f785ad67c4d015ad6c1b9f4339e,Savings,Multinational Banks,Permanent,36-40,Other
8a858ed45c454c11015c4e4b4559656a,Savings,GT Bank,Permanent,36-40,Other
8a858e5f59d133690159d21dcd085768,Savings,Multinational Banks,Permanent,26-35,Other
8a858ec559dbb41a0159df903f87302e,Savings,Multinational Banks,Permanent,36-40,Other
8a858fe8555f401f0155736da4b20e0a,Other,GT Bank,Permanent,26-35,Lagos
8a858f9a56435559015648a1594a0008,Savings,GT Bank,Other,26-35,Other
8a858e145bf81459015bfc2992285a80,Savings,Multinational Banks,Permanent,26-35,Lagos
8a858e415c20f3f8015c2107ff010c56,Savings,Multinational Banks,Permanent,26-35,Other
8a858ea35c7ce42e015c7d14e11519d1,Savings,Multinational Banks,Permanent,26-35,Other
8a85897353d85af80153d8a56c3401b8,Other,GT Bank,Permanent,36-40,Other
8a858f3d5add42e2015ae1a08bd806dc,Savings,GT Bank,Permanent,26-35,Lagos
8a858e6a5bfd4b54015c0dc45b31270b,Savings,Multinational Banks,,41-61,Lagos
8a858e615c832be8015c83f6af853b59,Savings,Multinational Banks,,41-61,Lagos
8a858e875c63d395015c72552f637255,Savings,Multinational Banks,Permanent,36-40,Lagos
8a858e9156e137c60156ff22fcad444c,Other,Multinational Banks,Permanent,36-40,Lagos
8a858eac5c451942015c53be63956f40,Savings,GT Bank,Permanent,26-35,Other
8a858e135cb22031015cbf92f3be3c16,Savings,GT Bank,,36-40,Lagos
8a858f7c5be8dc45015be8eaadb90c0e,Savings,Multinational Banks,Permanent,26-35,Lagos
8a858e345bece94d015becf4b91c0882,Savings,GT Bank,Permanent,26-35,Other
8a85896653f0fed20154047ec0720b35,Savings,GT Bank,Other,41-61,Other
8a858e6a5bfd4b54015bfe4453635a92,Savings,Multinational Banks,Permanent,26-35,Other
8a858ffb5b350b52015b355b3ea542d3,Savings,Multinational Banks,,26-35,Other
8a858f6f5b3f095b015b3fb8a8e7099f,Savings,GT Bank,Permanent,26-35,Lagos
8a8589b953bc23f70153c7b5e85f25bd,Other,GT Bank,Other,36-40,Other
8a858f8e59d0b8930159d10900473713,Savings,Multinational Banks,,41-61,Other
8a858f265c2187bd015c2686b0ad1782,Savings,Multinational Banks,Permanent,41-61,Other
8a858e235bd971a4015bd9797df9031a,Savings,Multinational Banks,Permanent,26-35,Other
8a858e255557edfe015558db096544c4,Other,GT Bank,Other,26-35,Other
8a858e2b598cba8201598e0475ff4489,Savings,Multinational Banks,,41-61,Lagos
8a858f30551130db01551d15af161287,Other,Multinational Banks,Permanent,36-40,Lagos
8a858fda56562f8f0156646c526f10f3,Other,Multinational Banks,Other,41-61,Other
8a858f97594ab63d0159654a74ff2b9c,Savings,Multinational Banks,Permanent,41-61,Lagos
8a858f0455d9feaf0155f787fdf02e2c,Other,Multinational Banks,Other,36-40,Lagos
8a858ffd5c8d343d015c978f755b7fbe,Savings,GT Bank,Permanent,36-40,Lagos
8a858e245c214660015c270224c83207,Savings,GT Bank,Permanent,36-40,Other
8a858fc45c21da6f015c2792e305241e,Savings,GT Bank,Permanent,26-35,Lagos
8a858e6c5c88d145015c8b9627cd5a48,Savings,National Banks,Permanent,41-61,Lagos
8a858eea5a232d51015a2452529c1455,Savings,GT Bank,Permanent,26-35,Lagos
8a858f375b493337015b4c804080216e,Savings,GT Bank,Permanent,26-35,Lagos
8a858e69566ae5b801567378795b7add,Other,GT Bank,Permanent,41-61,Lagos
8a858e625c8d993a015c95e7ced318df,Savings,Multinational Banks,Permanent,26-35,Other
8a858e6656322b0f01564d0f26735252,Other,Multinational Banks,Permanent,36-40,Lagos
8a858e5f5af1e7e7015af206af7b09d8,Savings,GT Bank,Permanent,41-61,Other
8a858e495cef1ef1015cef8066103757,Savings,GT Bank,Permanent,41-61,Lagos
8a858e285c7c7fc9015c7ce104e64a2e,Savings,GT Bank,Permanent,41-61,Other
8a85898a53bc15600153bed1da1525cf,Savings,Multinational Banks,Permanent,26-35,Lagos
8a858e7855113fb7015522e6b858084b,Savings,Multinational Banks,Permanent,36-40,Lagos
8a858ee55cb156e6015cb66be8d56d5f,Savings,Multinational Banks,Permanent,36-40,Lagos
8a858faf5679a838015680f89d553201,Other,GT Bank,Other,36-40,Other
8a858f565c3acb9d015c3e42eebe16fd,Savings,Multinational Banks,,26-35,Lagos
8a858f475b8bd761015b8c03cb5920cf,Savings,Multinational Banks,Permanent,26-35,Lagos
8a858f235b8bf5bc015b8c24d398238b,Savings,National Banks,Permanent,26-35,Lagos
8a85882653e2eb990153e7b4c52d2815,Other,GT Bank,Other,36-40,Other
8a858f105b433879015b4367a838435d,Savings,National Banks,Permanent,41-61,Lagos
8a858f61560bc0e501561ce4bc1a17ee,Savings,Multinational Banks,Permanent,36-40,Other
8a858f565c3acb9d015c3b9369bb571a,Savings,Multinational Banks,Other,26-35,Other
8a858e955631db4401564177c5290d69,Other,GT Bank,Other,26-35,Lagos
8a858e2155defefd0155df91c4f63ade,Other,GT Bank,Permanent,41-61,Lagos
8a8589d754a05c0a0154a48518666580,Savings,Multinational Banks,Permanent,41-61,Lagos
8a858f6b570f2de901572863d8bd0a9c,Other,GT Bank,Permanent,36-40,Other
8a858f5c5bfc7082015bfcd94a2848c3,Savings,GT Bank,Permanent,26-35,Other
8a858f0056b7cf8e0156c10ef5725adc,Other,National Banks,Permanent,26-35,Lagos
8a858edb5bd936e4015bddece62633a1,Savings,Multinational Banks,Permanent,26-35,Lagos
8a858f495beda5ee015bedc9ee591a30,Savings,National Banks,,41-61,Lagos
8a858fba5cd5feee015ce3c294891874,Savings,Multinational Banks,,41-61,Other
8a858fcd5bd42c30015bd43a8d6c054c,Savings,National Banks,Permanent,26-35,Other
8a858e2d597cf6250159830fb43c57ac,Savings,Multinational Banks,Permanent,41-61,Lagos
8a858f8f5bcde0f4015bcde1dbd7002f,Savings,GT Bank,Permanent,26-35,Lagos
8a858e6f5cd5e874015ce590db62623e,Savings,Multinational Banks,Permanent,26-35,Other
8a858fc25baeeeff015baf446e843009,Other,GT Bank,Permanent,41-61,Other
8a858f03582604ff0158260fcc730548,Other,Multinational Banks,Permanent,36-40,Lagos
8a858fb95bd896cc015bd8a3d0c907df,Savings,Multinational Banks,Permanent,36-40,Lagos
8a81890b51d31db90151d5fd989c1dbd,Savings,National Banks,Permanent,36-40,Lagos
8a858fb15b34a708015b350c4a1a58d2,Other,Multinational Banks,Permanent,36-40,Other
8a858e395cb1d4d9015cc4deb919484a,Savings,Multinational Banks,Permanent,36-40,Lagos
8a858ef255c55fd60155d8d5a18048fb,Savings,Multinational Banks,Other,36-40,Other
8a858fca5c830943015c83ea03b96004,Savings,GT Bank,Permanent,26-35,Lagos
8a858f495a70f465015a7a2f376a4a49,Savings,Multinational Banks,Permanent,26-35,Other
8a858ebd590802ef01590ebd882056d6,Savings,GT Bank,Permanent,41-61,Lagos
8a858ffd5c8d343d015c9108df9833cc,Savings,Multinational Banks,Permanent,26-35,Lagos
8a858f9e5a6b4fad015a6bc035af3d70,Savings,GT Bank,Permanent,36-40,Lagos
8a858f4f5511dca2015527f16c630032,Other,GT Bank,Other,26-35,Lagos
8a858f6a5d1e09b3015d28d2bea41914,Savings,GT Bank,Permanent,26-35,Other
8a858e475c1c2ea7015c1cedf8cd2eac,Savings,Multinational Banks,,41-61,Lagos
8a858fb65b2020b2015b2387b22b70d4,Savings,GT Bank,Permanent,26-35,Lagos
8a858e0a5668e69c015669d6d4233c13,Savings,Multinational Banks,Permanent,26-35,Other
8a858f025c10dbcc015c113d455932a1,Savings,Multinational Banks,Permanent,36-40,Other
8a858f7d5cf9aef9015cfee1f3b171fd,Savings,GT Bank,,36-40,Other
8a85886e54beabf90154bf4062f42d84,Savings,GT Bank,Permanent,36-40,Other
8a858e935b496584015b5198c2b30b82,Savings,National Banks,Permanent,26-35,Lagos
8a858fd3552c75620155394ed06d4f89,Other,Multinational Banks,Other,26-35,Other
8a858eff5b393484015b3935d76e0181,Savings,Multinational Banks,Permanent,26-35,Other
8a858e605ce99f55015ceacaa29d0ba5,Savings,GT Bank,Permanent,41-61,Other
8a858f9f5bd99987015bd9f0e7c81fd0,Savings,Multinational Banks,Permanent,41-61,Other
8a858eea5a232d51015a24ed254c22de,Savings,Multinational Banks,Permanent,41-61,Other
8a858fd05bfd7d3c015c00da25930330,Savings,Multinational Banks,Permanent,41-61,Lagos
8a858e0e5b80bb4c015b81746a0f5481,Savings,Multinational Banks,Permanent,36-40,Other
8a858ff556236fa801562d3353964355,Savings,Multinational Banks,Other,26-35,Lagos
8a858f3455a0d8070155a10f5ce91063,Other,Multinational Banks,Permanent,41-61,Other
8a858e475c1c2ea7015c20659af8484a,Savings,Multinational Banks,Permanent,41-61,Other
8a858e3e5b3ee747015b3f5c97746a87,Savings,Multinational Banks,Permanent,36-40,Other
8a858fc75cd62882015ce3990b726a9b,Savings,Multinational Banks,Permanent,36-40,Lagos
8a858fda56562f8f01565f8c6f936c46,Other,GT Bank,Other,26-35,Lagos
8a858ee45b8c041c015b8f54f49030ed,Savings,Multinational Banks,Permanent,26-35,Other
8a85886f543912e301543dfa84bb3132,Savings,Multinational Banks,Permanent,41-61,Lagos
8a858f79588789bd015888469c4b2ee4,Savings,GT Bank,,36-40,Other
8a858ea555d9e6020155ef96851d0817,Other,Multinational Banks,Permanent,26-35,Lagos
8a858edf5800e03101580744172052fc,Other,GT Bank,Permanent,26-35,Lagos
8a858f495a70f465015a7562d9b20ad9,Savings,Multinational Banks,Permanent,41-61,Lagos
8a858f475c7ea023015c81ad999a0386,Savings,Multinational Banks,Permanent,41-61,Lagos
8a858eba5c884d2a015c91134a6222d8,Savings,Multinational Banks,Permanent,26-35,Other
8a858fa158d4a6c00158f545e583678b,Savings,Multinational Banks,Permanent,36-40,Other
8a858f98560bbe1101560ccaa0f8413b,Savings,GT Bank,Other,36-40,Lagos
8a85896653f0fed20153f755e081662f,Other,GT Bank,Permanent,26-35,Lagos
8a8589b953bc23f70153c19cb08a6c49,Savings,GT Bank,Permanent,26-35,Lagos
8a858ebc572e1e3a01572fa91eca67b7,Other,Multinational Banks,Other,26-35,Other
8a858f4e5ca72981015ca72f23a303a3,Savings,GT Bank,Permanent,41-61,Lagos
8a858e035693e0290156b7095c00491c,Other,Multinational Banks,Permanent,41-61,Lagos
8a858e065ccb8bc0015ccc9d8c2532cb,Savings,Multinational Banks,Permanent,36-40,Lagos
8a858e005ca7abe3015ca9c692843861,Savings,Multinational Banks,Permanent,41-61,Other
8a858f3b59eed4f10159ef4562a23e9b,Savings,Multinational Banks,Permanent,41-61,Other
8a858f0f5bfd79d2015c0160587e37cf,Savings,GT Bank,Permanent,26-35,Lagos
8a858e2d565657b1015668e28ed86029,Other,Multinational Banks,Permanent,36-40,Other
8a858f1f5c16cb02015c1717673528c5,Savings,National Banks,Permanent,36-40,Other
8a858e4f58b9f0b40158b9f4ff09011e,Savings,Multinational Banks,Permanent,36-40,Lagos
8a8589c1545181f3015454b4cdd9002b,Savings,Multinational Banks,Permanent,41-61,Other
8a858e955add2971015addaaea8c1d86,Savings,GT Bank,Permanent,26-35,Other
8a858f4d59f551120159f6865c371501,Savings,GT Bank,,26-35,Other
8a858e7655072083015517c8fe5b2942,Savings,Multinational Banks,Permanent,41-61,Lagos
8a858e985885ff6d015888f527e12be6,Savings,Multinational Banks,Permanent,26-35,Other
8a858eb858b1a6d20158b9593d3f20db,Savings,Multinational Banks,Permanent,36-40,Other
8a858fcb5ca240f7015ca5f72d8c6357,Savings,Multinational Banks,Permanent,26-35,Lagos
8a858e5e57adcb8e0157b4dbcd455ccb,Other,Multinational Banks,Permanent,36-40,Other
8a858f185c884965015c88a2cf95321c,Savings,Multinational Banks,Permanent,36-40,Other
8a858fc75cd62882015cdaf2f4311b3f,Savings,GT Bank,Permanent,41-61,Other
8a858f635a8a972f015a8b9cb9d14bd5,Savings,GT Bank,Permanent,36-40,Other
8a858e185b4923b4015b50807fef1ab5,Savings,GT Bank,Permanent,36-40,Other
8a8589845369f34301537c2ccbeb6972,Other,Multinational Banks,Permanent,41-61,Lagos
8a858e0a5a85cfaa015a89b1af345719,Savings,Multinational Banks,Permanent,36-40,Lagos
8a858e785c8d9167015c9d882f8c173e,Savings,GT Bank,Permanent,26-35,Lagos
8a858eef55548905015572bde55a59e3,Savings,Multinational Banks,Permanent,26-35,Other
8a858fd05c7d6f76015c7d9f35f82450,Savings,GT Bank,Permanent,41-61,Lagos
8a858ee55cb156e6015cc1111a7b6f79,Savings,GT Bank,,36-40,Lagos
8a858e9b5a195041015a1a602a51519d,Savings,GT Bank,,36-40,Other
8a858ff85bd93919015be24c4f851772,Savings,Multinational Banks,Permanent,26-35,Lagos
8a858fec5ceec886015ceee4a2ab15ac,Savings,Multinational Banks,Permanent,26-35,Other
8a858f085bcf44be015bd2e931310a74,Savings,Multinational Banks,,41-61,Lagos
8a8589f853f100fb0153f85f57326137,Other,GT Bank,Permanent,41-61,Other
8a858f61560bc0e5015612044d501fe2,Savings,GT Bank,Other,36-40,Other
8a858e135c7e2eec015c81e0d3d1325d,Savings,Multinational Banks,Permanent,41-61,Lagos
8a858ece5b0142e3015b067c026713e3,Other,Multinational Banks,Permanent,36-40,Lagos
8a858f865d0e2874015d0e5d4aeb2c32,Savings,Multinational Banks,Permanent,26-35,Lagos
8a858ff25b8b1ddb015b8b2f92ff0c68,Savings,Multinational Banks,Permanent,26-35,Other
8a858f905c06a9c0015c06f14e5506fb,Savings,Multinational Banks,Permanent,36-40,Other
8a858ed158f3044d0158fca3eea0698e,Savings,GT Bank,Permanent,26-35,Lagos
8a858ef75b43fc73015b44be6f14622d,Other,National Banks,Permanent,26-35,Other
8a858f915a3bd604015a3c5c4c124545,Savings,GT Bank,Permanent,26-35,Other
8a858fd458639fcc015868eb14b542ad,Savings,GT Bank,,26-35,Lagos
8a858f99560bbe4501561ee41ef71de5,Other,Multinational Banks,Other,41-61,Other
8a858f4a584475fb015848bc78d532a6,Savings,Multinational Banks,Permanent,41-61,Lagos
8a8588235384a58d01539f23b1071fd9,Other,Multinational Banks,Other,36-40,Other
8a858e6a5bfd4b54015c01d5bc6855c7,Savings,Multinational Banks,Permanent,41-61,Other
8a858f495c5973ce015c59c5f099417c,Savings,Multinational Banks,Permanent,36-40,Lagos
8a858f0056b7cf8e0156d5f3c4f26f03,Savings,GT Bank,Permanent,36-40,Lagos
8a858ed759ffb4d1015a02d41aa95acf,Savings,GT Bank,,36-40,Lagos
8a858f385b34d285015b368d23720716,Savings,Multinational Banks,Permanent,26-35,Other
8a858f965c6950da015c69c571b93c16,Savings,Multinational Banks,Permanent,41-61,Other
8a858e0b5cf4883c015cf7f015511f70,Savings,Multinational Banks,,41-61,Lagos
8a858edb5bd936e4015be280d1ce22c4,Savings,GT Bank,,26-35,Lagos
8a858efe5bf7bae7015bf7fe86072852,Savings,GT Bank,Permanent,26-35,Lagos
8a858fa95c695f85015c6dde5682348a,Savings,Multinational Banks,Permanent,26-35,Lagos
8a8589045384bd830153a26a18566fcd,Savings,Multinational Banks,Permanent,41-61,Other
8a858fd05bfd7d3c015bfdfa3fee2e3a,Savings,Multinational Banks,Permanent,26-35,Other
8a858e115af6c526015af8adf8fa3495,Savings,GT Bank,Permanent,36-40,Lagos
8a858f1554e294490154fce5bc2f6140,Other,Multinational Banks,Permanent,41-61,Lagos
8a858e9d59f013710159f3efc4683cec,Savings,Multinational Banks,,41-61,Other
8a858fd85b685607015b6dfb15ef56c2,Savings,Multinational Banks,Permanent,36-40,Other
8a858f5e5cb23c77015cb94d2a40409c,Savings,Multinational Banks,,26-35,Lagos
8a858e105bd92644015bdc54519566e5,Savings,Multinational Banks,Permanent,36-40,Lagos
8a858e645591c24b01559aebf3576da3,Other,GT Bank,,41-61,Lagos
8a858fd458639fcc0158680d96df6d18,Savings,GT Bank,Permanent,36-40,Lagos
8a858f235b8bf5bc015b8bf94dbc0278,Savings,GT Bank,Permanent,36-40,Lagos
8a8588dd54be35520154bf9790ea4a55,Savings,Multinational Banks,Permanent,41-61,Other
8a858e175b343fe2015b34860bbf44da,Savings,Multinational Banks,Permanent,26-35,Lagos
8a858f13556665aa01557337c12412fc,Savings,National Banks,Permanent,41-61,Other
8a858e6d5b252065015b305a3ef77693,Savings,Multinational Banks,Permanent,41-61,Lagos
8a858f7c5be8dc45015be964ef6f5833,Savings,Multinational Banks,,26-35,Other
8a858f475c7ea023015c7ed3b27b0ccf,Savings,GT Bank,Permanent,41-61,Lagos
8a858f5f5b39bb0c015b3b298dd1358b,Savings,GT Bank,Permanent,36-40,Lagos
8a8589045384bd8301539aa56b0d7404,Other,GT Bank,Permanent,36-40,Lagos
8a858fa158f8ee8f0158ffc2f0644e78,Savings,Multinational Banks,,26-35,Lagos
8a858e445cd56553015ce203566b4ea7,Savings,GT Bank,,26-35,Other
8a858fbf5b3a0b46015b3b145cf86aba,Savings,Multinational Banks,,26-35,Lagos
8a858e945bfdb9e7015c0b334ac868eb,Savings,GT Bank,Permanent,41-61,Lagos
8a858fb4563228d2015646984d1d3f50,Other,Multinational Banks,Permanent,26-35,Lagos
8a858f2a5b3f2121015b4225e2455889,Savings,Multinational Banks,,26-35,Lagos
8a858e5357d823010157d932443d28a3,Other,Multinational Banks,Other,41-61,Lagos
8a858e625c8d993a015c977c99e84aa5,Savings,Multinational Banks,Permanent,26-35,Other
8a858e0156b782a10156c72b56162057,Savings,Multinational Banks,Other,36-40,Lagos
8a858e2959d14bd70159d4bc25587344,Savings,GT Bank,Permanent,26-35,Other
8a858f615591c2cc0155932f442a68d0,Savings,GT Bank,Other,41-61,Lagos
8a858f6c5a37e2a3015a3914d98f0578,Savings,Multinational Banks,Permanent,41-61,Other
8a858ed457e2e6960157e8097165236e,Savings,Multinational Banks,Other,26-35,Other
8a858f1554e294490154e74dde675366,Other,GT Bank,Permanent,26-35,Other
8a858fd95c878bfe015c87b75e8f1fc3,Savings,GT Bank,Permanent,26-35,Other
8a858fa55cc5dbbc015cc62025142ae4,Savings,Multinational Banks,Permanent,26-35,Lagos
8a858e585693982b0156b439a16e0a8d,Savings,GT Bank,Permanent,36-40,Lagos
8a858e045b495c30015b4f8417aa61c4,Savings,GT Bank,Permanent,36-40,Other
8a858f9c56aaf37d0156b4a832543398,Other,Multinational Banks,Other,41-61,Other
8a858fc55bf27347015bf2759d8c016e,Savings,National Banks,Permanent,26-35,Lagos
8a858e935b57cc6a015b57df293c092c,Savings,GT Bank,Permanent,41-61,Lagos
8a858f1b5b256bc9015b2f998c4d6822,Savings,National Banks,Permanent,41-61,Other
8a858ecc596e3666015977c3100a7b84,Savings,Multinational Banks,Permanent,41-61,Other
8a858f415ba54724015ba8f78f4944a1,Savings,GT Bank,,26-35,Other
8a858e6059e0a7080159e4a861cc71eb,Savings,Multinational Banks,Permanent,41-61,Lagos
8a858f685acd5951015acd609d0803c4,Savings,GT Bank,,41-61,Other
8a858e8f5d41c974015d4b7f31865627,Savings,Multinational Banks,Permanent,26-35,Lagos
8a858f375cef1cbc015cf34fec6427ad,Savings,Multinational Banks,Permanent,41-61,Other
8a858f585cf9d48b015cfd80919c18ed,Savings,Multinational Banks,Permanent,41-61,Lagos
8a85893d53e2e2f30153e9fb36255f0c,Other,Multinational Banks,Other,41-61,Lagos
8a858e0b5d1d8104015d1dcb82a0210c,Savings,GT Bank,,41-61,Lagos
8a858ed25bf83782015bfba0a4330c86,Savings,Multinational Banks,Permanent,41-61,Lagos
8a858edb5bd936e4015bdf8a95d7656a,Savings,Multinational Banks,,41-61,Lagos
8a858fa45bd95e9a015be26937475887,Savings,GT Bank,Permanent,26-35,Lagos
8a858f8d56e0c3a70156e519862924ae,Other,Multinational Banks,Permanent,26-35,Other
8a85886f54517ee0015462760ec345fc,Other,GT Bank,Other,41-61,Lagos
8a858eb95b8c2f6e015b8d4b02c83e7e,Savings,Multinational Banks,Permanent,36-40,Other
8a8589b953d0be470153d1069c3f14cd,Savings,GT Bank,Permanent,36-40,Lagos
8a858e1e5b1fc4ad015b1fc9fd66028a,Savings,National Banks,Permanent,41-61,Other
8a858fd95c878bfe015c87c21233283a,Savings,Multinational Banks,Permanent,41-61,Other
8a858e675c3fe0a1015c55131ebd5fa6,Savings,Multinational Banks,Permanent,26-35,Lagos
8a858eda552adcc201553deed53a2493,Other,Multinational Banks,Permanent,36-40,Other
8a858f0456511c9401565a9725555220,Savings,GT Bank,Permanent,26-35,Lagos
8a858ec35a428dcc015a4667481262fe,Savings,GT Bank,Permanent,36-40,Lagos
8a858fea5b391cd7015b3933a65d2017,Savings,Multinational Banks,,26-35,Lagos
8a858fe95c88ee44015c88f55a2301aa,Savings,Multinational Banks,,41-61,Lagos
8a858e2d597cf6250159829e6e483c19,Savings,Multinational Banks,,36-40,Lagos
8a858e6f5cd5e874015ce14cb92b3f01,Savings,GT Bank,Permanent,36-40,Other
8a858e965b5e1b91015b5e9e40562c58,Savings,Multinational Banks,Permanent,26-35,Other
8a858e625c8d993a015c9bb44a9b0854,Savings,National Banks,Permanent,26-35,Lagos
8a858fbd5cd6054a015cd6adb37a2735,Savings,GT Bank,Permanent,36-40,Lagos
8a858ec159932ece015996106bdc6ad9,Savings,Multinational Banks,Permanent,36-40,Other
8a858fee58f7c77e0159039ce4725e6f,Savings,Multinational Banks,Permanent,41-61,Other
8a858e785c8d9167015c92c004e72b0a,Savings,GT Bank,Permanent,41-61,Other
8a858f1554e29449015505ceef786df0,Other,Multinational Banks,Other,41-61,Lagos
8a858e9d5bfd7037015c0baee4de3547,Savings,Multinational Banks,,41-61,Other
8a858e955add2971015addf0bf9623ee,Savings,Multinational Banks,,26-35,Other
8a858fba5cd5feee015cd934e2f2657f,Savings,Multinational Banks,,36-40,Lagos
8a858899538ddb8e01539536add23417,Other,GT Bank,Other,26-35,Lagos
8a858e5b5a80188b015a81895c596e21,Savings,Multinational Banks,Permanent,26-35,Other
8a858e4c5a715421015a7abbfbbd786f,Savings,GT Bank,Permanent,41-61,Lagos
8a8588f6548fb0c201549514019447e3,Savings,GT Bank,Permanent,26-35,Other
8a8589a453d0b8850153d7410291589f,Savings,GT Bank,Permanent,41-61,Other
8a858eb75c21a2b9015c2d16582b6eb0,Savings,GT Bank,Permanent,41-61,Other
8a858ef05c63d3b5015c6586a32e0c77,Savings,National Banks,Permanent,26-35,Other
8a858f5659bc0eea0159c9e3ddee1d5f,Savings,National Banks,Permanent,36-40,Lagos
8a858f8f5bfd3cfa015c0cb3fc9139b2,Savings,Multinational Banks,Permanent,41-61,Other
8a858f4f5511dca2015524e4a49e4727,Savings,,Permanent,36-40,Lagos
8a858fd25c5a5bc7015c5dea03764080,Savings,GT Bank,Permanent,41-61,Other
8a858f4b5ccab528015ccaf7470b2d9e,Savings,Multinational Banks,Permanent,26-35,Other
8a858f305cb1ec4e015cb65bf76e7744,Savings,Multinational Banks,Permanent,26-35,Lagos
8a858ed158f3044d0158fe42a7e14997,Savings,GT Bank,Permanent,36-40,Lagos
8a858f6155f96a03015607947b3c4f67,Savings,Multinational Banks,Other,26-35,Other
8a85896653e2e18b0153ea4c2b00049f,Other,GT Bank,Other,36-40,Other
8a858e2155defefd0155f06f2faa2841,Other,National Banks,Permanent,26-35,Other
