customerid;birthdate;EDAD;bank_account_type;longitude_gps;latitude_gps;Columna2;bank_name_clients;bank_branch_clients;employment_status_clients;level_of_education_clients
8a858fe55b013a0b015b066bda6811b0;03/09/1988;34;Savings;41.841.417;73.545.567;;Stanbic IBTC;;Permanent;
8a858f545c887b44015c889b346f1575;30/09/1987;35;Savings;63.018.415;49.168.731;;Fidelity Bank;;Permanent;
8a858fee58d73f5f0158e3e9c6176212;31/07/1979;43;Savings;69.741.004;48.139.204;;GT Bank;;;
8a858eda552adcc201552ebf8deb74ce;26/01/1984;38;Savings;76.356.553;90.139.259;;First Bank;;Permanent;
8a858e135c78e673015c794a54092a97;17/02/1988;34;Savings;33.675.609;66.484.584;;GT Bank;;Permanent;
8a858f465668e3d601568dd071503445;29/04/1990;32;Other;32.918.478;66.597.538;;FCMB;;Self-Employed;
8a858e255557edfe0155702304192a3b;29/09/1989;33;Savings;7.586.845;90.370.333;;Zenith Bank;;Permanent;
8a858f0a5bf2ed17015bf34ffdf132c9;02/08/1980;42;Savings;31.823.421;6.468.375;;UBA;;;
8a858f525bedff8d015bef8f8f9b6e4a;27/09/1981;41;Savings;34.317.767;67.954.817;;First Bank;;Permanent;
8a85891e53ad0e6b0153af3918bb1d28;24/05/1981;41;Other;34.201.355;66.104.339;;GT Bank;;Self-Employed;
8a858edf55ca17ba0155d87b4f525cf9;15/09/1981;41;Savings;75.015.972;90.392.196;;GT Bank;;Permanent;
8a858f585cf9d48b015d0a258b75758a;02/05/1994;28;Savings;34.788.637;64.416.228;;Access Bank;;Permanent;
8a858e6c5c88d145015c8fa5e8122270;01/08/1993;29;Savings;33.531.441;66.346.273;;GT Bank;;Permanent;
8a85890253e2f1180153eabcfe945ac3;24/06/1976;46;Current;88.828.812;99.139.082;;Stanbic IBTC;;Permanent;Graduate
8a858e585693982b01569e0079561fb1;18/07/1984;38;Savings;74.894.572;89.933.819;;Access Bank;;Permanent;Graduate
8a858e2d5aebef07015aec2e96e372c8;16/07/1992;30;Savings;73.133.492;91.550.501;;EcoBank;;Permanent;
8a858f065b1fe50a015b200b42462585;17/01/1983;39;Savings;72.881.934;91.053.577;;First Bank;;Permanent;
8a858e1856aa901b0156b3b683c36060;27/07/1982;40;Other;34.103.567;64.300.462;;UBA;;Permanent;
8a858e885b68546c015b7238f22027ba;18/06/1975;47;Savings;33.531.229;65.878.366;;First Bank;;Permanent;
8a858e1d5b2510b2015b2ec1e9541f3c;21/08/1990;32;Savings;327.245;65.592.536;;UBA;;Permanent;
8a858f79588789bd015890be99777cf4;23/11/1995;27;Savings;69.990.725;53.757.525;;Diamond Bank;;Permanent;
8a858fd858e2f19a0158f507104665f2;28/03/1987;35;Savings;45.087.927;84.886.409;;GT Bank;;Permanent;
8a858fb959b6dfec0159b700765e15e7;24/04/1972;50;Savings;66.846.548;121.815.947;;GT Bank;;Permanent;
8a858f665c2142a0015c2cf209e20a6f;25/11/1984;38;Savings;57.306.045;55.426.274;;GT Bank;;Permanent;
8a1edbf14734127f0147356fdb1b1eb2;07/04/1978;44;Savings;69.761.323;48.010.013;;GT Bank;AKUTE,LAGOS.;Permanent;Secondary
8a858ee25b874ecc015b883ecf2f38d8;26/11/1985;37;Savings;8.541.965;120.007.026;;GT Bank;;Permanent;
8a858e135cb22031015cc0a1aa8e3406;28/09/1991;31;Savings;33.856.653;65.291.629;;GT Bank;;Permanent;
8a858fb95bd896cc015bd8a775a70c54;13/08/1974;48;Savings;39.102.711;74.123.478;;First Bank;;Permanent;
8a858fcd5cc5594e015cc57021210c21;07/08/1992;30;Savings;48.387.917;707.976;;GT Bank;;;
8a858f0c5cef4be2015cf266791a0b01;27/08/1979;43;Savings;52.330.299;76.143.325;;UBA;;Permanent;
8a858fdd54d4dd160154dd94b0107719;15/03/1980;42;Savings;33.554.227;65.709.905;;FCMB;;Permanent;Post-Graduate
8a858faf56939fea01569d9c10415018;15/11/1987;35;Other;32.411.711;66.889.377;;FCMB;;Student;
8a858e135cb22031015cbcf1122f779e;15/02/1980;42;Savings;57.311.339;55.470.002;;GT Bank;;;
8a858e445add19b4015ae905c37c7b00;21/06/1978;44;Savings;56.077.613;62.799.374;;GT Bank;;Permanent;
8a858e9b5b47ecc1015b4810b9de1ab0;07/08/1989;33;Savings;32.413.997;65.886.976;;First Bank;;Permanent;
8a858edb5a70bfe0015a760bb8e321a1;31/05/1986;36;Savings;73.589.082;89.821.511;;Fidelity Bank;;;
8a858f5e5566567d015577a80b01201e;11/03/1995;27;Savings;39.803.391;74.336.638;;Access Bank;;Permanent;
8a858e6d58b0cc520158bf39027938cf;21/09/1992;30;Savings;33.456.767;66.698.233;;GT Bank;;Permanent;
8a858f9a5b33cc48015b33d812b20d0c;17/08/1992;30;Savings;33.418.825;6.569.415;;Zenith Bank;;;
8a858e735c5a4bed015c5b4894e42483;14/12/1986;36;Savings;75.135.496;65.025.991;;UBA;;;
8a858edb5bd936e4015be7eb350a0dfb;09/07/1978;44;Savings;3.417.503;71.426.973;;GT Bank;;;
8a858f985b80ab2c015b81098b8f2c2e;26/03/1984;38;Current;32.994.172;66.629.053;;GT Bank;;Permanent;
8a858e9b5a69f076015a69fd874304e1;21/06/1973;49;Savings;38.608.506;73.670.532;;Diamond Bank;;Permanent;
8a858ed75bb64559015bc5722032662e;23/06/1985;37;Savings;75.149.466;55.292.336;;Skye Bank;;;
8a858f00590ac4e70159320caa4a190c;14/08/1986;36;Savings;33.960.798;6.454.808;;GT Bank;;Permanent;
8a858e6f5cd5e874015ce7931b330a91;18/07/1975;47;Savings;85.652.338;120.039.666;;Zenith Bank;;Permanent;
8a858f005b396e23015b397635140a37;31/12/1973;49;Savings;74.168.634;91.095.403;;Zenith Bank;;Permanent;
8a858f615b910db3015b9d5e2cb60865;18/02/1991;31;Savings;45.788.072;78.025.633;;GT Bank;;;
8a858fa459e0a1340159e4022e2a7a3c;01/06/1988;34;Savings;33.445.905;66.441.018;;First Bank;;;
8a858ec05a4c05f2015a4c434c7220ac;30/07/1985;37;Savings;33.025.428;65.177.277;;Diamond Bank;;Permanent;
8a8589d754be350e0154c873af647457;28/06/1985;37;Other;33.790.488;66.130.196;;UBA;;Permanent;
8a858f2b5c11cabe015c136a30940ae3;16/10/1991;31;Savings;32.472.059;66.800.677;;Fidelity Bank;;Permanent;
8a858e945bee08de015bee8f994f3026;27/12/1988;34;Savings;38.243.472;73.838.218;;UBA;;Permanent;
8a858f935b8753e6015b87cd4412251d;31/12/1981;41;Savings;73.070.878;91.465.503;;Diamond Bank;;;
8a858fc9580b91da0158173d53626619;27/04/1963;59;Other;45.569.517;77.935.488;;EcoBank;;Self-Employed;Graduate
8a858fe65675195a0156766ebdb042c8;30/10/1985;37;Other;387.482;7.391.745;;Zenith Bank;;Permanent;
8a858fcf5591c5cf015596c7018348b8;18/06/1982;40;Other;34.179.771;64.411.578;;Zenith Bank;;Permanent;
8a8588c7541e2f4b015432ff754e0971;12/07/1967;55;Savings;33.558.967;65.944.917;;Heritage Bank;;Unemployed;Graduate
8a858fce5bab3591015bab6202051912;17/11/1986;36;Savings;35.064.099;65.891.537;;GT Bank;;;
8a858eba5591bf2801559680580a1f9e;11/07/1994;28;Other;396.876;78.144.661;;First Bank;;Student;
8a858f295c8d307f015c98cd79df18f9;13/06/1978;44;Savings;7.286.362;89.527.719;;Zenith Bank;;Permanent;
8a858f2756cec0a30156e76c4e6f6163;05/06/1978;44;Other;56.006.268;64.229.579;;EcoBank;;Self-Employed;Graduate
8a858f265c2187bd015c346b5bb74ea9;04/07/1987;35;Savings;35.912.357;64.662.054;;EcoBank;;;
8a858e495d1e235c015d2cab67f045eb;06/05/1980;42;Current;3.421.357;64.421.236;;GT Bank;;Permanent;
8a858e935cedfe55015cee23feae1e84;19/03/1982;40;Savings;75.641.649;112.020.924;;Diamond Bank;;Permanent;
8a858899538ddb8e01539eccc3c375fe;24/11/1980;42;Other;52.168.599;7.254.406;;GT Bank;;Permanent;
8a858e9b560bbd6301561e50ee830cbd;01/04/1991;31;Other;35.809.041;64.778.912;;GT Bank;;Self-Employed;
8a858e015c58ee6a015c592ed3541c4a;09/11/1984;38;Savings;33.583.366;64.346.996;;First Bank;;Permanent;
8a858ef55a46c7c8015a47574114741c;07/07/1977;45;Savings;4.576.686;84.641.316;;GT Bank;;;
8a858f555cacacdf015cafcc2c1c7105;14/12/1990;32;Savings;745.717;63.016.567;;UBA;;Permanent;
8a858efd5ca70688015caae5f9275628;14/08/1992;30;Savings;33.826.576;71.855.212;;GT Bank;;Permanent;
8a858faf56b7821c0156cbb2b12c07a8;03/03/1987;35;Other;32.591.471;65.498.812;;Stanbic IBTC;;Self-Employed;
8a858fb1563219690156352b4da842e8;12/09/1982;40;Savings;35.783.236;64.693.873;;GT Bank;;Permanent;
8a858f3d5add42e2015ae06ea7645399;23/01/1991;31;Savings;33.210.912;66.727.672;;First Bank;;Permanent;
8a858e1a59cbf7460159cfa0e079219d;09/11/1989;33;Savings;33.352.713;65.231.723;;Access Bank;;Permanent;
8a858f6f57b9193a0157d194bbf90ec9;27/11/1990;32;Other;69.688.192;4.847.097;;Heritage Bank;;Self-Employed;Graduate
8a858ec9590ad35d0159440bfe67201a;15/06/1990;32;Savings;42.533.643;81.469.989;;GT Bank;;;
8a858efb54ccb4820154cdc92e2239fc;28/03/1988;34;Other;33.888.166;65.065.093;;GT Bank;;Permanent;Post-Graduate
8a858f1358b9f0740158ce1285e272cc;16/04/1987;35;Current;124.362.711;92.616.985;;Keystone Bank;;Permanent;
8a858f935b8753e6015b8a360b650064;04/06/1990;32;Savings;33.672.917;65.224.183;;First Bank;;Permanent;
8a858ea55b58f026015b5c07521824eb;06/11/1992;30;Savings;69.966.021;48.236.477;;EcoBank;;Permanent;
8a858e6a5bfd4b54015c0c3c5d021c4c;13/06/1989;33;Savings;74.146.467;91.131.544;;Zenith Bank;;Permanent;
8a858f105a4ed440015a51ffebd57187;09/07/1984;38;Savings;3.336.806;66.220.613;;GT Bank;;Permanent;
8a858e215ca77c7f015caa601f6e5976;24/09/1987;35;Savings;111.410.823;102.842.336;;Skye Bank;;Permanent;
8a85895054be35160154c36a6ba03ea0;12/07/1982;40;Other;32.541.196;65.723.218;;First Bank;;Permanent;Graduate
8a858f255ca276c5015ca5dbc7b90b63;23/05/1985;37;Savings;74.504.744;104.588.971;;Diamond Bank;;Permanent;
8a390a2150ad97330150aebdd8ef7456;01/10/1988;34;Savings;70.373.446;48.189.784;;Access Bank;;Permanent;Graduate
8a858e6d58b0cc520158beeb14b22a5a;19/10/1978;44;Savings;6.981.903;47.853.971;;EcoBank;;;
8a858eb35c5f4a42015c6371c0486a4d;01/10/1983;39;Savings;73.803;91.145.734;;FCMB;;Permanent;
8a858f665c45930d015c50e26935397d;07/05/1986;36;Savings;7.227.702;88.744.353;;FCMB;;Permanent;
8a858f78550ba10401551b5beb391078;22/08/1990;32;Savings;7.007.679;48.045.695;;First Bank;;Student;
8a858f3355ae6a610155b576b37d7dbb;23/05/1983;39;Other;74.344.528;10.477.976;;First Bank;;Permanent;
8a8589f35451855401545c6aab952f7d;27/11/1974;48;Savings;36.054.769;65.040.207;;First Bank;;Permanent;
8a858feb55f969560155ff2575dc44f4;16/10/1982;40;Other;34.140.444;67.026.302;;GT Bank;;Permanent;Graduate
8a858e2a5cc5bf8f015cc61d74712929;07/02/1988;34;Savings;30.800.054;65.164.638;;GT Bank;;Permanent;
8a8588f35438fe1201543d4927a77644;21/01/1981;41;Savings;33.346.417;65.408.213;;GT Bank;;Permanent;Graduate
8a858f2e5876d7d0015880cff3b96d0c;14/03/1984;38;Savings;32.406.839;6.588.308;;Access Bank;;;
8a858eab5cf9c4c8015d030ef0336efa;26/11/1990;32;Savings;33.695.464;65.144.336;;GT Bank;;Permanent;
8a858fa158f8ee8f0158ff1bb2b747e1;17/12/1993;29;Savings;33.798.937;64.876.911;;Sterling Bank;;Permanent;
8a85883353e2e4e40153eca57a9855c6;16/04/1991;31;Other;33.738.988;65.086.157;;Access Bank;;Permanent;Graduate
8a858f6c570f2d6601570f4637b10cbc;07/10/1992;30;Other;3.295.585;66.692.717;;Access Bank;;Permanent;
8a858fb15b34a708015b38878020108b;24/03/1985;37;Savings;3.441.096;64.525.448;;Stanbic IBTC;;Permanent;
8a858f795896e56b0158a47b8be660c5;18/11/1989;33;Savings;33.743.221;71.692.306;;Skye Bank;;Permanent;
8a85897353d85af80153e0106e264de4;07/07/1988;34;Other;74.248.482;90.757.664;;GT Bank;;Permanent;Graduate
8a858e0f58afbace0158c909b63e176b;02/09/1983;39;Savings;52.173.699;72.538.089;;First Bank;;;
8a858ef85a613c85015a65f7d2321d4f;21/11/1987;35;Savings;70.371.008;5.437.987;;Access Bank;;Unemployed;
8a858e0156b782a10156bcdeedd505a3;01/11/1980;42;Other;72.593.856;89.574.144;;Diamond Bank;;Permanent;
8a858e8d5c35bc85015c36001c1a1ff2;21/07/1994;28;Savings;73.226.485;91.437.625;;GT Bank;;Permanent;
8a858efd5b39cf3d015b3cb3b3882cc7;02/10/1988;34;Savings;33.971.517;645.159;;First Bank;;Permanent;
8a858f9c5bb503b8015bb5063bcb021e;06/11/1980;42;Savings;33.847.615;65.610.999;;Zenith Bank;;Permanent;
8a858f905c06a9c0015c0d23489f2f06;20/11/1989;33;Savings;33.474.114;65.564.685;;GT Bank;;Permanent;
8a858f415ba54724015ba9263d3152ec;25/02/1996;26;Savings;39.347.731;74.003.972;;GT Bank;;Permanent;
8a858e1e54e2aa5a0154e31e842130b6;15/10/1978;44;Savings;35.164.694;66.687.616;;EcoBank;;Permanent;Graduate
8a858f725b49c0c0015b4efd41913c0f;23/06/1987;35;Savings;74.630.367;89.958.083;;GT Bank;;Permanent;
8a5cfa8345d40fb80145dc328532397a;22/10/1971;51;Other;33.497.543;65.743.596;;First Bank;OBA AKRAN;Permanent;Secondary
8a858e445ca25ee3015ca2d9d82b2276;17/02/1990;32;Savings;79.619.058;50.287.207;;Access Bank;;Permanent;
8a858fdc5c118fd3015c11a211e108b7;19/06/1983;39;Savings;33.596.476;66.062.564;;GT Bank;;Permanent;
8a858957536752f3015375a5f55e5eaa;04/11/1979;43;Current;33.050.596;65.773.204;;FCMB;;Permanent;Graduate
8a858fcf5b39c3ba015b3c96e4a8646b;12/07/1973;49;Savings;75.846.236;89.960.094;;FCMB;;;
8a858e035693e029015696c50f545a8b;19/04/1972;50;Savings;69.244.355;60.021.401;;UBA;;Self-Employed;
8a858e955cf51403015cf88251eb3019;20/07/1991;31;Savings;74.847.312;9.009.389;;EcoBank;;Permanent;
8a858edc554f009d015557f60de97583;06/04/1988;34;Other;33.965.255;66.279.369;;GT Bank;;Permanent;Graduate
8a8589b953d0be470153dc27464373c8;08/09/1982;40;Savings;75.046.555;90.909.072;;UBA;;Permanent;Graduate
8a8589b953bc23f70153bcb44fc40b19;15/08/1994;28;Savings;7.499.176;64.321.295;;GT Bank;;Student;
8a858fbc594a495c01595fadf4a023e6;01/05/1988;34;Savings;335.344;64.828.483;;GT Bank;;Permanent;
8a858fb75cc4c299015cc53618c94218;01/06/1969;53;Savings;45.854.108;85.040.082;;Access Bank;;Permanent;
8a858fad5ccb633e015ccbe337372ab3;26/05/1988;34;Savings;69.918.467;4.834.095;;First Bank;;Permanent;
8a858fee58f7c77e01590774b0054bba;29/01/1992;30;Savings;33.708.001;64.551.524;;First Bank;;;
8a858e69566ae5b801569187d18d5bba;12/06/1983;39;Other;75.003.257;89.779.338;;GT Bank;;Permanent;
8a858f625c5a3697015c5ac8f5e332b1;02/08/1992;30;Savings;98.157.467;103.018.367;;First Bank;;Permanent;
8a8588d653a915270153ab10232e304f;20/12/1985;37;Other;33.734.864;66.004.353;;GT Bank;;Self-Employed;Graduate
8a858fdc57ab280a0157add33ef337c4;09/09/1991;31;Other;883.457;97.407.333;;Zenith Bank;;Permanent;
8a858f365668e43901566fc8ed1c23e5;06/07/1976;46;Other;34.591.436;64.584.705;;Diamond Bank;;Permanent;
8a85893d53f104eb0153fec8703465f1;28/03/1992;30;Other;3.338.724;65.244.139;;Access Bank;;Unemployed;Graduate
8a858e585beda464015bf183f05c64ff;02/12/1964;58;Savings;8.861.095;98.616.717;;GT Bank;;;
8a858f5b5bee1b11015bf1f46fee071a;03/03/1982;40;Savings;38.652.022;73.678.515;;FCMB;;Permanent;
8a858ec9590ad35d01592b20868f2736;05/04/1977;45;Savings;3.387.572;64.869.389;;FCMB;;Permanent;
8a858f1b5b9136f7015b9fe054cc67b2;10/10/1986;36;Savings;3.367.016;6.608.698;;GT Bank;;Permanent;
8a858f5f5b39bb0c015b3b91b59c43d4;26/05/1988;34;Savings;32.198.749;6.542.564;;GT Bank;;Permanent;
8a858e7d5b591490015b59618de419b4;26/03/1993;29;Savings;55.993.158;63.383.724;;Access Bank;;;
8a858e7655072083015512a46b441f9e;02/08/1984;38;Other;33.577.159;64.599.044;;GT Bank;;Permanent;
8a858fca5c830943015c86ee73095c82;30/01/1983;39;Savings;34.932.391;65.993.703;;Zenith Bank;;Permanent;
8a858e1e54e2aa5a0154e2e87bf317e5;04/01/1979;43;Other;70.665.687;48.565.217;;First Bank;;Permanent;Graduate
8a858fa05c82907b015c82d5933a2b8a;16/10/1991;31;Savings;34.640.849;64.451.699;;GT Bank;;Permanent;
8a8589ec54517bf901545877e3dc1652;12/02/1968;54;Savings;34.267.765;64.450.465;;GT Bank;;Permanent;Secondary
8a858e695d1e075c015d211df3354b8e;27/01/1991;31;Savings;70.105.897;47.762.262;;First Bank;;Permanent;
8a858ef55a46c7c8015a471ac5753f02;09/05/1994;28;Savings;4.016.392;67.858.962;;First Bank;;;
8a858f855bf2f1ad015bf67271165549;11/12/1984;38;Savings;42.471.533;81.109.717;;First Bank;;Permanent;
8a858fdd5d1844e1015d1858743b13c7;28/01/1964;58;Savings;7.379.851;90.637.429;;GT Bank;;;
8a858fee5863a049015867c0ab2c3bc0;30/10/1990;32;Savings;88.825.627;99.292.535;;Access Bank;;Student;
8a8588f754a058cb0154b405217f1d65;14/08/1986;36;Other;83.526.217;50.018.933;;GT Bank;;Permanent;Secondary
8a858f0a5bf3716c015bf60d479e6efd;23/12/1985;37;Savings;75.679.265;90.074.756;;Access Bank;;Permanent;
8a858ff05d128e7c015d12a0962e0c8d;22/11/1982;40;Savings;73.786.517;9.165.908;;Diamond Bank;;Permanent;
8a858fcb5c11f481015c16739d933978;08/07/1986;36;Savings;33.481.798;66.360.308;;Diamond Bank;;;
8a858f1c5ca1e2f9015ca231612f359e;17/09/1989;33;Savings;51.839.224;72.564.096;;First Bank;;Permanent;
8a858e785c8d9167015c9b7982962ea1;23/10/1990;32;Savings;3.267.395;6.529.405;;GT Bank;;Student;
8a858e4e5b66d372015b66db5e88070c;06/04/1989;33;Savings;3.384.101;64.839.326;;Zenith Bank;;Permanent;
8a858fa154e2912f0154ee239b0857f0;20/02/1988;34;Other;74.683.478;104.357.369;;Access Bank;;Permanent;Graduate
8a858f3a58a6d6720158aa1561f233c0;03/04/1988;34;Savings;57.543.441;74.439.856;;Skye Bank;;;
8a858f435ad25c25015ad29e0ad52b72;03/06/1981;41;Savings;34.236.833;643.128;;Access Bank;;;
8a858eee5872716901587644c4391794;16/09/1980;42;Savings;57.767.125;55.587.369;;Diamond Bank;;Permanent;
8a858f7a5ca22d3c015ca282b1ac2e08;15/02/1972;50;Savings;35.084.002;67.139.955;;Diamond Bank;;;
8a858e575bf80f73015bf94be93b55ce;17/02/1989;33;Savings;3.865.245;74.379.977;;GT Bank;;Permanent;
8a858eba5c884d2a015c9795b92e7801;15/03/1989;33;Savings;42.513.348;81.488.107;;GT Bank;;Permanent;
8a858ed55c63db54015c6e0859c72f24;25/12/1975;47;Savings;7.454.604;90.237.492;;GT Bank;;;
8a858f7d5cf9aef9015cfdca34b13c79;12/06/1991;31;Savings;51.891.117;76.195.967;;GT Bank;;Permanent;
8a858ef85cf9e152015d04fcfbc31f17;01/07/1987;35;Savings;72.162.457;92.560.345;;First Bank;;Permanent;
8a858fe8555f401f015572a171e745ed;15/07/1983;39;Savings;75.027.887;90.903.859;;GT Bank;;Self-Employed;Graduate
8a858f055c831d5b015c8494b1046178;17/12/1988;34;Savings;73.815.397;92.788.208;;GT Bank;;Permanent;
8a858e0256b781d80156bb503f2d71d7;29/09/1986;36;Other;70.658.478;48.196.957;;UBA;;Unemployed;Graduate
8a858fe5569398920156986fc0337f88;28/07/1991;31;Other;33.713.573;65.580.062;;GT Bank;;Permanent;
8a858f775c35b709015c38f9bf933a2e;14/07/1978;44;Savings;7.106.835;73.687.062;;Zenith Bank;;;
8a858e875cfa37f5015cfce9bc3a3abb;06/07/1991;31;Savings;3.922.583;74.339.895;;Diamond Bank;;Student;
8a858e245c214660015c31e74aff1f94;14/08/1987;35;Savings;33.615.476;7.161.779;;Wema Bank;;Permanent;
8a858e445cd56553015cd93e66b47d16;25/08/1982;40;Savings;72.748.836;89.982.979;;First Bank;;Permanent;
8a858fdc57ab280a0157b277e9ff6d53;08/08/1988;34;Other;45.283.423;74.927.437;;GT Bank;;Student;
8a858ec65cc6352b015cc9e4d1a71bf1;22/08/1983;39;Savings;33.673.684;65.744.379;;GT Bank;;Permanent;
8a858ee45a22cbec015a23631b0c46cf;18/12/1981;41;Savings;45.852.269;84.624.565;;Diamond Bank;;Permanent;
8a858f2c5ca72bae015ca788ffeb3aa3;03/12/1989;33;Savings;73.335.644;91.487.281;;GT Bank;;;
8a858ff35c63d750015c6939de7f2388;28/12/1980;42;Savings;33.303;66.338.533;;GT Bank;;;
8a858e5856b7840c0156c183c7966a3a;15/10/1979;43;Other;32.681.867;66.143.883;;GT Bank;;Permanent;Graduate
8a858ee25ceeabba015ceec74ea50f9a;18/02/1986;36;Savings;38.819.638;7.396.726;;Wema Bank;;Permanent;
8a858e8455f96c1c0155f9d5ae7e0d97;26/05/1985;37;Savings;3.936.366;74.121.846;;Access Bank;;Permanent;
8a858eb456e0b9490157008699270938;25/09/1976;46;Other;85.174.433;77.099.336;;UBA;;Permanent;
8a858ebd590802ef01590e00992f511e;24/05/1978;44;Savings;33.782.694;65.528.558;;GT Bank;;Permanent;
8a858e405c7d6d65015c7da263c017a1;28/12/1984;38;Savings;34.992.233;6.433.665;;Access Bank;;Permanent;
8a858f615591c2cc01559c6b1ae9699d;07/06/1985;37;Other;3.850.825;73.518.433;;GT Bank;;Permanent;
8a85896653e0641c0153e12519674d02;06/03/1989;33;Other;33.385.883;6.656.325;;Zenith Bank;;Permanent;Graduate
8a8589045384bd83015399ab579042b9;05/04/1991;31;Savings;37.123.474;64.706.464;;First Bank;;Permanent;Graduate
8a858ec05a9535db015a9b7e03650141;22/07/1977;45;Savings;3.251.942;65.490.564;;First Bank;;;
8a858f6e5b1a4fd0015b1a555f54042b;14/10/1983;39;Savings;74.985.268;90.577.468;;Access Bank;;Permanent;
8a858f795896e56b0158ac9d15f36f1a;04/03/1981;41;Savings;45.651.418;7.508.649;;Access Bank;;Permanent;
8a858e235bd971a4015bda37fb3d2ef6;09/07/1979;43;Savings;33.614.067;65.166.755;;Access Bank;;Permanent;
8a858fee5c795f65015c79b29a141935;25/07/1983;39;Savings;47.708.982;64.999.224;;EcoBank;;Permanent;
8a858e7b55deef140155e4ec2be045e7;04/12/1983;39;Other;33.989.022;64.502.291;;GT Bank;;Self-Employed;Secondary
8a858e045cd5b1d6015cd5e4a7971699;30/11/1986;36;Savings;35.545.435;64.574.847;;GT Bank;;Permanent;
8a858f975c4582c4015c5659e2d36fce;12/05/1988;34;Savings;33.419.779;656.538;;Access Bank;;Permanent;
8a858fa7590af88501591230cd1c34b0;23/02/1995;27;Savings;57.299.345;55.723.186;;GT Bank;;Permanent;
8a858f8b5b630942015b6387bae751b2;19/09/1984;38;Current;32.469.069;6.555.525;;Zenith Bank;;Permanent;
8a85889b53acd0a20153b21f8fc43a12;05/04/1986;36;Savings;74.175.632;91.164.127;;GT Bank;;Permanent;
8a8589b0541e21e401541ec02e000ec4;29/04/1985;37;Savings;3.324.053;71.399.423;;Zenith Bank;;Permanent;
8a858e3e5922ba4301593bdd879f6f02;21/05/1992;30;Savings;32.902.753;64.529.329;;Union Bank;;Permanent;
8a858eac5b3ece95015b3f32ac426a41;01/10/1988;34;Savings;74.028.209;104.268.678;;First Bank;;Permanent;
8a858ea059cb30e40159cbb939584b95;04/01/1984;38;Savings;34.244.604;64.357.856;;GT Bank;;Permanent;
8a858e255b910db1015ba0f65f8e3b69;28/09/1976;46;Savings;32.710.713;65.356.249;;Fidelity Bank;;;
8a858ef957365d52015751a2082e3103;01/04/1980;42;Other;33.784.968;65.522.679;;Diamond Bank;;Permanent;
8a858f165c1c22df015c20a6b4162cc3;05/05/1974;48;Savings;33.579.816;64.349.986;;First Bank;;Permanent;
8a858fc55a85c4fc015a88ddb3041731;31/05/1986;36;Savings;74.882.203;90.350.319;;FCMB;;Permanent;
8a858fec5b5c994b015b5cba37c61d51;03/06/1988;34;Savings;35.545.435;64.574.847;;GT Bank;;Permanent;
8a85881053bc33670153c7a0e6ee582e;24/12/1977;45;Other;33.916.485;65.492.729;;GT Bank;;Permanent;Graduate
8a858966538deb190153a81904df118e;09/08/1990;32;Other;35.852.765;64.675.325;;Diamond Bank;;Permanent;
8a858ee05a6b7d75015a6f9509d049af;24/11/1985;37;Savings;34.482.865;64.641.031;;First Bank;KEFFI BRANCH IKOYI;Permanent;Post-Graduate
8a858e6f5bce1023015bce19dbbf038d;20/04/1979;43;Savings;73.330.879;91.747.147;;Fidelity Bank;;Permanent;
8a858f925d5bfd0a015d5c41ca480d60;01/01/1988;34;Savings;7.448.446;90.880.922;;GT Bank;;;
8a8588dc5384a05f01539af1485135ae;14/03/1982;40;Other;33.679.447;65.766.762;;Access Bank;;Permanent;Graduate
8a858e8d56b784480156c5f1019357de;04/03/1988;34;Other;475.476;76.056.323;;GT Bank;;Permanent;
8a85893d53f104eb01540e7f589775c3;22/04/1992;30;Other;33.844.791;65.780.463;;Access Bank;;Permanent;Graduate
8a858f105b433879015b43452276104f;06/06/1985;37;Savings;33.684.464;66.200.802;;GT Bank;;Permanent;
8a858e445cd56553015ce5feaf637ede;01/07/1982;40;Savings;5.749.415;553.618;;Diamond Bank;;Permanent;
8a858e0f5577f579015581d14503059f;14/06/1986;36;Other;3.174.916;66.841.814;;Diamond Bank;;Permanent;
8a8589045384bd83015384deb3ee0e13;23/01/1989;33;Other;33.566.824;65.546.613;;GT Bank;;Permanent;Graduate
8a858e685c217d36015c27c78514225b;11/09/1986;36;Savings;3.373.692;71.581.421;;GT Bank;;Permanent;
8a858fee5c795f65015c7c0400af693c;23/05/1988;34;Savings;33.962.086;65.905.817;;Access Bank;;Permanent;
8a858e045b495c30015b5317021320fa;21/12/1984;38;Savings;7.432.315;104.704.467;;GT Bank;;Permanent;
8a858ed25bf83782015bfb7756f4006e;30/05/1994;28;Savings;3.347.123;65.608.821;;GT Bank;;;
8a858eb95b3ed48c015b4034cc273ab2;10/05/1990;32;Savings;31.924.733;650.248;;GT Bank;;Permanent;
8a858fa95b631878015b6401c15973f3;26/05/1989;33;Savings;33.935.864;64.869.916;;GT Bank;;Permanent;
8a858ee55cb156e6015cbf58b7d50810;08/02/1976;46;Savings;34.646.714;64.407.326;;Stanbic IBTC;;Permanent;
8a8588fd53c244bc0153c8251f132fd7;25/01/1984;38;Other;33.651.865;65.506.085;;Diamond Bank;;Permanent;
8a858f1554e29449015500bf86eb0ecd;11/06/1980;42;Other;3.322.074;66.826.973;;Stanbic IBTC;;Permanent;Graduate
8a858e3c58537338015864369edf2b32;28/08/1986;36;Savings;3.865.053;74.114.577;;Skye Bank;;Permanent;
